[2806, 1983]
[paragraph, [205.0, 230.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 276.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 323.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 369.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 416.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 462.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 509.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 555.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 602.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 648.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 695.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 741.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 788.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 834.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 881.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 927.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 974.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1020.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1067.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1113.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1160.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1206.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1253.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1299.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1346.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1392.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1439.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1485.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1532.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1578.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1625.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1671.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1718.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1764.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1811.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1857.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1904.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1950.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 1997.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2043.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2090.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2136.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2183.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2229.5, 1564.0, 46.5], qhmpXHwdwf, 5681902]
[paragraph, [205.0, 2276.0, 1564.0, 46.5], qhmpXHwdwf, 5681902]
