[1754, 1241]
[section-title, [417.0, 96.0, 403.0, 49.5], InI7qUM2dW, 5707038]
[section-title, [417.0, 145.5, 403.0, 49.5], InI7qUM2dW, 5707038]
[folio, [516.0, 251.0, 209.0, 36.0], aXjkYzVBbo, 5707038]
[folio, [143.0, 257.0, 120.0, 36.0], shoonya_2sVWT7FOL6DFUK, 5707038]
[folio, [946.0, 349.0, 140.0, 36.0], shoonya_1sEBQYVIXMAXNG, 5707038]
[ordered-list, [166.0, 432.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 468.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 504.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 540.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 576.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 612.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 648.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 684.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 720.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 756.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 792.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 828.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 864.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 900.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 936.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 972.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1008.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1044.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1080.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1116.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1152.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1188.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1224.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1260.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1296.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1332.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1368.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1404.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1440.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1476.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1512.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[ordered-list, [166.0, 1548.0, 792.0, 36.0], shoonya_0sFFULFUU9DFOY, 5707038]
[folio, [533.0, 1643.0, 170.0, 36.0], L9rtzMIrSt, 5707038]
