[4666, 3194]
[folio, [1423.0, 432.0, 360.0, 52.5], shoonya_7sQCIVPIQQU7TY, 5692182]
[paragraph, [407.0, 552.0, 2193.0, 52.5], shoonya_3sNOCBDU10BO4C, 5692182]
[paragraph, [495.0, 664.0, 966.0, 52.5], BusAdwa4nN, 5692182]
[paragraph, [406.0, 738.0, 2390.0, 52.5], iJNRyjg8Ij, 5692182]
[paragraph, [406.0, 790.5, 2390.0, 52.5], iJNRyjg8Ij, 5692182]
[paragraph, [406.0, 843.0, 2390.0, 52.5], iJNRyjg8Ij, 5692182]
[paragraph, [406.0, 895.5, 2390.0, 52.5], iJNRyjg8Ij, 5692182]
[paragraph, [406.0, 948.0, 2390.0, 52.5], iJNRyjg8Ij, 5692182]
[paragraph, [511.0, 1019.0, 1586.0, 52.5], y_DLBym2zo, 5692182]
[paragraph, [398.0, 1116.0, 2416.0, 52.5], mvJtzASqiB, 5692182]
[paragraph, [398.0, 1168.5, 2416.0, 52.5], mvJtzASqiB, 5692182]
[paragraph, [398.0, 1221.0, 2416.0, 52.5], mvJtzASqiB, 5692182]
[paragraph, [398.0, 1273.5, 2416.0, 52.5], mvJtzASqiB, 5692182]
[paragraph, [402.0, 1378.0, 2372.0, 52.5], _DKUCZEuYA, 5692182]
[paragraph, [402.0, 1430.5, 2372.0, 52.5], _DKUCZEuYA, 5692182]
[paragraph, [402.0, 1483.0, 2372.0, 52.5], _DKUCZEuYA, 5692182]
[paragraph, [402.0, 1535.5, 2372.0, 52.5], _DKUCZEuYA, 5692182]
[paragraph, [402.0, 1588.0, 2372.0, 52.5], _DKUCZEuYA, 5692182]
[paragraph, [508.0, 1657.0, 2185.0, 52.5], shoonya_4s9PQJQXSKVJ56, 5692182]
[paragraph, [508.0, 1709.5, 2185.0, 52.5], shoonya_4s9PQJQXSKVJ56, 5692182]
[paragraph, [508.0, 1762.0, 2185.0, 52.5], shoonya_4s9PQJQXSKVJ56, 5692182]
[paragraph, [554.0, 1840.0, 835.0, 52.5], shoonya_5sPEQL0SNXJ70T, 5692182]
[paragraph, [413.0, 1924.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 1976.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2029.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2081.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2134.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2186.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2239.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2291.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2344.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2396.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2449.0, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
[paragraph, [413.0, 2501.5, 2360.0, 52.5], shoonya_1sSL4LMAA9GJ9L, 5692182]
