[1755, 1240]
[paragraph, [181.0, 284.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 320.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 356.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 392.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 428.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 464.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [181.0, 500.0, 880.0, 36.0], shoonya_0s2ATNS94PY4T2, 5704018]
[paragraph, [179.0, 591.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 627.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 663.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 699.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 735.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 771.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 807.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 843.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 879.0, 882.0, 36.0], shoonya_2s19J93JTVKJ6C, 5704018]
[paragraph, [179.0, 957.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 993.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1029.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1065.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1101.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1137.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1173.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1209.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1245.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1281.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1317.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1353.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [179.0, 1389.0, 880.0, 36.0], shoonya_1sLVPN2BUAVB14, 5704018]
[paragraph, [182.0, 1491.0, 876.0, 36.0], shoonya_4sKH44TWYK969D, 5704018]
[paragraph, [182.0, 1527.0, 876.0, 36.0], shoonya_4sKH44TWYK969D, 5704018]
