[1290, 942]
[chapter-title, [275.0, 68.0, 265.0, 30.0], 3LsGlk5iUS, 5776784]
[paragraph, [97.0, 98.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 116.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 134.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 152.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 170.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 188.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 206.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 224.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 242.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 260.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 278.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 296.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 314.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 332.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 350.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 368.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 386.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 404.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 422.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 440.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 458.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 476.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 494.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 512.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 530.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 548.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 566.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 584.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 602.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 620.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 638.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 656.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 674.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 692.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 710.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 728.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [97.0, 746.0, 630.0, 18.0], shoonya_1sGPQNT3OJ9K1P, 5776784]
[paragraph, [99.0, 770.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 788.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 806.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 824.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 842.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 860.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 878.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 896.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 914.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 932.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 950.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 968.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 986.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1004.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1022.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1040.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1058.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1076.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
[paragraph, [99.0, 1094.0, 632.0, 18.0], shoonya_0sSD6MK07BEQCD, 5776784]
