[975, 571]
[chapter-title, [147.0, 22.0, 282.0, 30.0], PCcIsPWXPH, 5776536]
[paragraph, [23.0, 54.0, 526.0, 18.0], shoonya_5s0G6FWW9I1IR3, 5776536]
[paragraph, [23.0, 72.0, 526.0, 18.0], shoonya_5s0G6FWW9I1IR3, 5776536]
[paragraph, [23.0, 90.0, 526.0, 18.0], shoonya_5s0G6FWW9I1IR3, 5776536]
[paragraph, [27.0, 112.0, 523.0, 18.0], shoonya_6s1HS37OPUMM6R, 5776536]
[paragraph, [27.0, 130.0, 523.0, 18.0], shoonya_6s1HS37OPUMM6R, 5776536]
[paragraph, [19.0, 157.0, 530.0, 18.0], 4Rqg94I5zl, 5776536]
[paragraph, [19.0, 175.0, 530.0, 18.0], 4Rqg94I5zl, 5776536]
[paragraph, [19.0, 194.0, 529.0, 18.0], 0hk_5id7d2, 5776536]
[paragraph, [19.0, 212.0, 529.0, 18.0], 0hk_5id7d2, 5776536]
[paragraph, [19.0, 230.0, 529.0, 18.0], 0hk_5id7d2, 5776536]
[paragraph, [27.0, 253.0, 518.0, 18.0], shoonya_4sFKXYHNS3EZG8, 5776536]
[paragraph, [27.0, 271.0, 518.0, 18.0], shoonya_4sFKXYHNS3EZG8, 5776536]
[paragraph, [27.0, 289.0, 518.0, 18.0], shoonya_4sFKXYHNS3EZG8, 5776536]
[paragraph, [26.0, 315.0, 518.0, 18.0], shoonya_3sMUXWA1WN44U0, 5776536]
[paragraph, [26.0, 333.0, 518.0, 18.0], shoonya_3sMUXWA1WN44U0, 5776536]
[paragraph, [26.0, 351.0, 518.0, 18.0], shoonya_3sMUXWA1WN44U0, 5776536]
[paragraph, [26.0, 369.0, 518.0, 18.0], shoonya_3sMUXWA1WN44U0, 5776536]
[paragraph, [25.0, 388.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 406.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 424.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 442.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 460.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 478.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 496.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 514.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 532.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 550.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 568.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 586.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [25.0, 604.0, 515.0, 18.0], shoonya_1sAC24KXKFBX5K, 5776536]
[paragraph, [27.0, 620.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 638.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 656.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 674.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 692.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 710.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 728.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 746.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 764.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 782.0, 511.0, 18.0], shoonya_0sAVZ8R19PQCJ9, 5776536]
[paragraph, [27.0, 809.0, 511.0, 18.0], shoonya_2s0KTHZ0CPK4NU, 5776536]
[paragraph, [27.0, 827.0, 511.0, 18.0], shoonya_2s0KTHZ0CPK4NU, 5776536]
[paragraph, [27.0, 845.0, 511.0, 18.0], shoonya_2s0KTHZ0CPK4NU, 5776536]
[paragraph, [27.0, 863.0, 511.0, 18.0], shoonya_2s0KTHZ0CPK4NU, 5776536]
