[1601, 1158]
[section-title, [110.0, 85.0, 143.0, 49.5], AjWaWg_5an, 5695728]
[paragraph, [584.0, 88.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 124.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 160.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 196.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 232.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 268.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [584.0, 304.0, 453.0, 36.0], shoonya_3sCRZ0GX3NM0QB, 5695728]
[paragraph, [112.0, 140.0, 458.0, 36.0], shoonya_8s43QK5VJ5PFJK, 5695728]
[paragraph, [112.0, 176.0, 458.0, 36.0], shoonya_8s43QK5VJ5PFJK, 5695728]
[paragraph, [111.0, 239.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 275.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 311.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 347.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 383.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 419.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 455.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 491.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 527.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 563.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 599.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [111.0, 635.0, 458.0, 36.0], shoonya_0sQ1BU6CTVAF5W, 5695728]
[paragraph, [585.0, 370.0, 452.0, 36.0], shoonya_4sTO8S23NPWAZ7, 5695728]
[paragraph, [585.0, 406.0, 452.0, 36.0], shoonya_4sTO8S23NPWAZ7, 5695728]
[paragraph, [585.0, 442.0, 452.0, 36.0], shoonya_4sTO8S23NPWAZ7, 5695728]
