[2339, 1653]
[paragraph, [322.0, 163.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [322.0, 199.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [322.0, 235.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [322.0, 271.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [322.0, 307.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [322.0, 343.0, 1138.0, 36.0], shoonya_3sLSAT821HR2YG, 5733682]
[paragraph, [326.0, 385.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 421.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 457.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 493.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 529.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 565.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 601.0, 1135.0, 36.0], shoonya_4sDY37J29S0ZYH, 5733682]
[paragraph, [326.0, 664.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 700.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 736.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 772.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 808.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 844.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 880.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 916.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [326.0, 952.0, 1133.0, 36.0], shoonya_2sZ7J4DMXB7KNI, 5733682]
[paragraph, [325.0, 998.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1034.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1070.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1106.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1142.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1178.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1214.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1250.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1286.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [325.0, 1322.0, 1136.0, 36.0], shoonya_0s0LH5M1XH7VB3, 5733682]
[paragraph, [327.0, 1487.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1523.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1559.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1595.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1631.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1667.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1703.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1739.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1775.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1811.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1847.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1883.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1919.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1955.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 1991.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[paragraph, [327.0, 2027.0, 1138.0, 36.0], shoonya_1sXRHFZWZC4PV0, 5733682]
[folio, [1177.0, 2158.0, 211.0, 36.0], YJo7Juz6p5, 5733682]
