[690, 512]
[folio, [188.0, 39.0, 111.0, 18.0], jutHgUqKWt, 6491373]
[paragraph, [13.0, 63.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 81.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 99.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 117.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 135.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 153.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 171.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 189.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 207.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 225.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [13.0, 243.0, 467.0, 18.0], shoonya_0sUP7PKVHYKS19, 6491373]
[paragraph, [10.0, 276.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 294.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 312.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 330.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 348.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 366.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [10.0, 384.0, 466.0, 18.0], qPPyinVgHU, 6491373]
[paragraph, [11.0, 412.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 430.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 448.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 466.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 484.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 502.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 520.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [11.0, 538.0, 461.0, 18.0], 7uyHC6Jhto, 6491373]
[paragraph, [10.0, 562.0, 463.0, 18.0], jIL9LsCcQT, 6491373]
[paragraph, [10.0, 580.0, 463.0, 18.0], jIL9LsCcQT, 6491373]
[paragraph, [10.0, 598.0, 463.0, 18.0], jIL9LsCcQT, 6491373]
