[792, 612]
[section-title, [189.0, 43.0, 233.0, 30.0], 69YdHwUe3x, 5660634]
[ordered-list, [46.0, 151.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 169.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 187.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 205.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 223.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 241.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [46.0, 259.0, 523.0, 18.0], shoonya_7s4G8GZHXXJUAC, 5660634]
[ordered-list, [42.0, 310.0, 408.0, 18.0], shoonya_1sD662XTV1PZU4, 5660634]
[ordered-list, [42.0, 328.0, 408.0, 18.0], shoonya_1sD662XTV1PZU4, 5660634]
[ordered-list, [46.0, 384.0, 482.0, 18.0], nisJYMTSKf, 5660634]
[ordered-list, [46.0, 402.0, 482.0, 18.0], nisJYMTSKf, 5660634]
[ordered-list, [46.0, 420.0, 482.0, 18.0], nisJYMTSKf, 5660634]
[ordered-list, [38.0, 480.0, 494.0, 18.0], zj-jh_M4yg, 5660634]
[ordered-list, [38.0, 498.0, 494.0, 18.0], zj-jh_M4yg, 5660634]
[ordered-list, [38.0, 516.0, 494.0, 18.0], zj-jh_M4yg, 5660634]
[paragraph, [41.0, 547.0, 529.0, 18.0], YXSTiB4n0M, 5660634]
[paragraph, [41.0, 565.0, 529.0, 18.0], YXSTiB4n0M, 5660634]
[paragraph, [41.0, 583.0, 529.0, 18.0], YXSTiB4n0M, 5660634]
[paragraph, [77.0, 620.0, 491.0, 18.0], u_hlnm5JUO, 5660634]
[paragraph, [77.0, 638.0, 491.0, 18.0], u_hlnm5JUO, 5660634]
