[1565, 1152]
[paragraph, [742.0, 127.0, 264.0, 36.0], shoonya_13sEVNWBX22INX, 5712799]
[paragraph, [742.0, 163.0, 264.0, 36.0], shoonya_13sEVNWBX22INX, 5712799]
[paragraph, [742.0, 199.0, 264.0, 36.0], shoonya_13sEVNWBX22INX, 5712799]
[paragraph, [430.0, 129.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 165.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 201.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 237.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 273.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 309.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 345.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 381.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 417.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 453.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 489.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 525.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [430.0, 561.0, 295.0, 36.0], shoonya_8sOTPE9VOM7DDL, 5712799]
[paragraph, [116.0, 134.0, 286.0, 36.0], shoonya_10sQNQV6ZP54AS, 5712799]
[paragraph, [116.0, 170.0, 286.0, 36.0], shoonya_10sQNQV6ZP54AS, 5712799]
[paragraph, [116.0, 206.0, 286.0, 36.0], shoonya_10sQNQV6ZP54AS, 5712799]
[paragraph, [744.0, 266.0, 284.0, 36.0], shoonya_5s2HIQPHYO7LTQ, 5712799]
[paragraph, [744.0, 302.0, 284.0, 36.0], shoonya_5s2HIQPHYO7LTQ, 5712799]
[paragraph, [744.0, 338.0, 284.0, 36.0], shoonya_5s2HIQPHYO7LTQ, 5712799]
[paragraph, [744.0, 374.0, 284.0, 36.0], shoonya_5s2HIQPHYO7LTQ, 5712799]
[paragraph, [117.0, 272.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [117.0, 308.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [117.0, 344.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [117.0, 380.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [117.0, 416.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [117.0, 452.0, 263.0, 36.0], shoonya_1sJ0BE2YPVXI7R, 5712799]
[paragraph, [743.0, 431.0, 279.0, 36.0], shoonya_0sRDZ59SJHWBDI, 5712799]
[paragraph, [743.0, 467.0, 279.0, 36.0], shoonya_0sRDZ59SJHWBDI, 5712799]
[paragraph, [743.0, 503.0, 279.0, 36.0], shoonya_0sRDZ59SJHWBDI, 5712799]
[paragraph, [743.0, 539.0, 279.0, 36.0], shoonya_0sRDZ59SJHWBDI, 5712799]
[paragraph, [116.0, 514.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 550.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 586.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 622.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 658.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 694.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 730.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [116.0, 766.0, 289.0, 36.0], shoonya_6s4XZVCEMCOA68, 5712799]
[paragraph, [744.0, 594.0, 279.0, 36.0], shoonya_7sFUWGC5NNVECF, 5712799]
[paragraph, [744.0, 630.0, 279.0, 36.0], shoonya_7sFUWGC5NNVECF, 5712799]
[paragraph, [430.0, 608.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 644.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 680.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 716.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 752.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 788.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 824.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 860.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 896.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 932.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 968.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 1004.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 1040.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 1076.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 1112.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [430.0, 1148.0, 291.0, 36.0], shoonya_15sQP4RH2W3FOS, 5712799]
[paragraph, [744.0, 678.0, 254.0, 36.0], shoonya_3sYOR56UZ1RRUW, 5712799]
