[1358, 819]
[folio, [100.0, 48.0, 112.0, 18.0], shoonya_1sJ3Y1Q877KCL2, 5781690]
[folio, [283.0, 94.0, 251.0, 18.0], 6Mg6j7ODxn, 5781690]
[folio, [283.0, 112.0, 251.0, 18.0], 6Mg6j7ODxn, 5781690]
[index, [76.0, 148.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 166.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 184.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 202.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 220.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 238.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 256.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 274.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 292.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 310.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 328.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 346.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 364.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 382.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 400.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 418.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 436.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 454.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 472.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 490.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 508.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 526.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 544.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 562.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 580.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 598.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 616.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 634.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 652.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 670.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 688.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 706.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 724.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 742.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 760.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 778.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 796.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 814.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 832.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 850.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 868.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 886.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 904.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 922.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 940.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 958.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 976.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 994.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1012.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1030.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1048.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1066.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1084.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1102.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1120.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1138.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1156.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1174.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1192.0, 697.0, 18.0], -32PQyw8xh, 5781690]
[index, [76.0, 1210.0, 697.0, 18.0], -32PQyw8xh, 5781690]
