[576, 576]
[ordered-list, [281.0, 8.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 26.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 44.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 62.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 80.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 98.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 116.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 134.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 152.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 170.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 188.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 206.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 224.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 242.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 260.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 278.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 296.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 314.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 332.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 350.0, 290.0, 18.0], bTqThedXX5, 5657123]
[ordered-list, [281.0, 368.0, 290.0, 18.0], bTqThedXX5, 5657123]
[sub-ordered-list, [294.0, 23.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 41.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 59.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 77.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 95.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 113.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 131.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[sub-ordered-list, [294.0, 149.0, 261.0, 18.0], Q8UIi0Mijy, 5657123]
[paragraph, [28.0, 27.0, 244.0, 18.0], shoonya_9s3RMX6ZV8HJQH, 5657123]
[paragraph, [28.0, 45.0, 244.0, 18.0], shoonya_9s3RMX6ZV8HJQH, 5657123]
[paragraph, [28.0, 77.0, 244.0, 18.0], shoonya_3sRKFRJ518D47I, 5657123]
[paragraph, [28.0, 103.0, 226.0, 18.0], shoonya_22sQLOVLJIFG5V, 5657123]
[paragraph, [22.0, 141.0, 248.0, 18.0], shoonya_5sSDY2WC7Y2DWC, 5657123]
[paragraph, [22.0, 159.0, 248.0, 18.0], shoonya_5sSDY2WC7Y2DWC, 5657123]
[unordered-list, [22.0, 181.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 199.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 217.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 235.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 253.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 271.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[unordered-list, [22.0, 289.0, 250.0, 18.0], shoonya_1sNBS1MY4BY5J7, 5657123]
[sub-ordered-list, [295.0, 232.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 250.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 268.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 286.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 304.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 322.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 340.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[sub-ordered-list, [295.0, 358.0, 263.0, 18.0], shoonya_13s48QSBBXV9AN, 5657123]
[paragraph, [28.0, 339.0, 243.0, 18.0], shoonya_12sRNJ4KTWVJP2, 5657123]
[ordered-list, [16.0, 388.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 406.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 424.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 442.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 460.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 478.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 496.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 514.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [16.0, 532.0, 261.0, 18.0], shoonya_6sRC2TV3ADH9QW, 5657123]
[ordered-list, [290.0, 403.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 421.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 439.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 457.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 475.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 493.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 511.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[ordered-list, [290.0, 529.0, 277.0, 18.0], M-tN4iSCOx, 5657123]
[sub-ordered-list, [305.0, 418.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [305.0, 436.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [305.0, 454.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [305.0, 472.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [305.0, 490.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [305.0, 508.0, 246.0, 18.0], shoonya_0s2QK9EWLSB7DO, 5657123]
[sub-ordered-list, [21.0, 523.0, 252.0, 18.0], shoonya_10s21MGNAT9X62, 5657123]
