[1945, 1492]
[chapter-title, [421.0, 141.0, 600.0, 58.5], Pc8GkhLNaD, 5749603]
[paragraph, [199.0, 250.0, 1040.0, 36.0], shoonya_4s49K419V0T0Z7, 5749603]
[paragraph, [199.0, 286.0, 1040.0, 36.0], shoonya_4s49K419V0T0Z7, 5749603]
[paragraph, [199.0, 322.0, 1040.0, 36.0], shoonya_4s49K419V0T0Z7, 5749603]
[paragraph, [199.0, 358.0, 1040.0, 36.0], shoonya_4s49K419V0T0Z7, 5749603]
[paragraph, [198.0, 434.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 470.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 506.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 542.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 578.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 614.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 650.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [198.0, 686.0, 1040.0, 36.0], shoonya_1sKU9L3053NK9S, 5749603]
[paragraph, [199.0, 747.0, 1041.0, 36.0], shoonya_5sIWXGHRHLM72X, 5749603]
[paragraph, [199.0, 783.0, 1041.0, 36.0], shoonya_5sIWXGHRHLM72X, 5749603]
[paragraph, [199.0, 819.0, 1041.0, 36.0], shoonya_5sIWXGHRHLM72X, 5749603]
[paragraph, [202.0, 889.0, 1036.0, 36.0], shoonya_2sFGHZZJWJ7PXL, 5749603]
[paragraph, [202.0, 925.0, 1036.0, 36.0], shoonya_2sFGHZZJWJ7PXL, 5749603]
[paragraph, [202.0, 961.0, 1036.0, 36.0], shoonya_2sFGHZZJWJ7PXL, 5749603]
[paragraph, [202.0, 997.0, 1036.0, 36.0], shoonya_2sFGHZZJWJ7PXL, 5749603]
[paragraph, [197.0, 1069.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1105.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1141.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1177.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1213.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1249.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1285.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1321.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1357.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1393.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1429.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [197.0, 1465.0, 1043.0, 36.0], shoonya_0s5BDDYSFXMLV4, 5749603]
[paragraph, [199.0, 1516.0, 1044.0, 36.0], x_ao_HubX0, 5749603]
[paragraph, [199.0, 1552.0, 1044.0, 36.0], x_ao_HubX0, 5749603]
[paragraph, [199.0, 1588.0, 1044.0, 36.0], x_ao_HubX0, 5749603]
