[1650, 1275]
[section-title, [173.0, 140.0, 251.0, 49.5], V-mDSAyVvc, 5703866]
[paragraph, [184.0, 236.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 272.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 308.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 344.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 380.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 416.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 452.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 488.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 524.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 560.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 596.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 632.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 668.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 704.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 740.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [184.0, 776.0, 906.0, 36.0], shoonya_3sHADT9K47BKLU, 5703866]
[paragraph, [187.0, 822.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 858.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 894.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 930.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 966.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1002.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1038.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1074.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1110.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1146.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [187.0, 1182.0, 893.0, 36.0], shoonya_1sEMUQHCPSXXPU, 5703866]
[paragraph, [184.0, 1225.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1261.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1297.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1333.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1369.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1405.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
[paragraph, [184.0, 1441.0, 897.0, 36.0], shoonya_0s11W1CGYD1KYQ, 5703866]
