[1754, 1241]
[section-title, [93.0, 98.0, 296.0, 49.5], shoonya_0sBWUOEJ2LDFUL, 5715422]
[section-title, [598.0, 103.0, 456.0, 49.5], shoonya_3sPU9BJBQBKB79, 5715422]
[unordered-list, [98.0, 159.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 195.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 231.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 267.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 303.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 339.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 375.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 411.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 447.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 483.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 519.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 555.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 591.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[unordered-list, [98.0, 627.0, 445.0, 36.0], shoonya_2sRCQ6F7R1L4YH, 5715422]
[paragraph, [595.0, 215.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 251.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 287.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 323.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 359.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 395.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[paragraph, [595.0, 431.0, 528.0, 36.0], UXVAHOx7FT, 5715422]
[sub-unordered-list, [125.0, 372.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 390.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 408.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 426.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 444.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 462.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 480.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 498.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 516.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 534.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 552.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 570.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 588.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 606.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 624.0, 407.0, 18.0], ior_K1xTV7, 5715422]
[sub-unordered-list, [125.0, 642.0, 407.0, 18.0], ior_K1xTV7, 5715422]
