[1818, 1374]
[folio, [484.0, 117.0, 408.0, 36.0], shoonya_1s6K4ZZ50WV5CQ, 5682344]
[paragraph, [122.0, 190.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 226.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 262.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 298.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 334.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 370.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 406.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 442.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 478.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [122.0, 514.0, 564.0, 36.0], shoonya_3s25N3VIYQT3TI, 5682344]
[paragraph, [705.0, 193.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [705.0, 229.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [705.0, 265.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [705.0, 301.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [705.0, 337.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [705.0, 373.0, 554.0, 36.0], XgDcY1mMTa, 5682344]
[paragraph, [707.0, 451.0, 556.0, 36.0], KsOHxFn1WC, 5682344]
[paragraph, [707.0, 487.0, 556.0, 36.0], KsOHxFn1WC, 5682344]
[paragraph, [117.0, 574.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 610.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 646.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 682.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 718.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 754.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 790.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 826.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 862.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 898.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 934.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 970.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 1006.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 1042.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [117.0, 1078.0, 565.0, 36.0], shoonya_4s3HQ9MW3I1RJ2, 5682344]
[paragraph, [704.0, 580.0, 556.0, 36.0], Fer_La-09Z, 5682344]
[paragraph, [704.0, 616.0, 556.0, 36.0], Fer_La-09Z, 5682344]
[paragraph, [704.0, 652.0, 556.0, 36.0], Fer_La-09Z, 5682344]
[paragraph, [704.0, 688.0, 556.0, 36.0], Fer_La-09Z, 5682344]
[paragraph, [704.0, 724.0, 556.0, 36.0], Fer_La-09Z, 5682344]
[paragraph, [699.0, 791.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 827.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 863.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 899.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 935.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 971.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 1007.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 1043.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 1079.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 1115.0, 558.0, 36.0], 0CVwh_6sCP, 5682344]
[paragraph, [699.0, 1165.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1201.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1237.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1273.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1309.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1345.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1381.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [699.0, 1417.0, 558.0, 36.0], wTnJeLC6z2, 5682344]
[paragraph, [154.0, 1332.0, 429.0, 36.0], 1SrSrQZaWe, 5682344]
[paragraph, [111.0, 1416.0, 566.0, 36.0], TLn6I1k6Pu, 5682344]
[paragraph, [111.0, 1452.0, 566.0, 36.0], TLn6I1k6Pu, 5682344]
[paragraph, [111.0, 1488.0, 566.0, 36.0], TLn6I1k6Pu, 5682344]
[paragraph, [697.0, 1462.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
[paragraph, [697.0, 1498.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
[paragraph, [697.0, 1534.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
[paragraph, [697.0, 1570.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
[paragraph, [697.0, 1606.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
[paragraph, [697.0, 1642.0, 561.0, 36.0], 13RSa7Lk99, 5682344]
