[1468, 909]
[headline, [87.0, 76.0, 187.0, 25.5], shoonya_0sQ9L2Z6RZA4WN, 5769981]
[sub-headline, [202.0, 109.0, 577.0, 25.5], -zy-LsTa7G, 5769981]
[sub-headline, [202.0, 134.5, 577.0, 25.5], -zy-LsTa7G, 5769981]
[sub-headline, [202.0, 160.0, 577.0, 25.5], -zy-LsTa7G, 5769981]
[author, [312.0, 203.0, 308.0, 18.0], xPBjMVKeCF, 5769981]
[author, [312.0, 221.0, 308.0, 18.0], xPBjMVKeCF, 5769981]
[author, [312.0, 239.0, 308.0, 18.0], xPBjMVKeCF, 5769981]
[paragraph, [485.0, 281.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 299.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 317.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 335.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 353.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 371.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 389.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 407.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 425.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 443.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 461.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 479.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 497.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 515.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 533.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 551.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 569.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 587.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 605.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 623.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 641.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 659.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 677.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
[paragraph, [485.0, 695.0, 306.0, 18.0], PMNmvCE3vq, 5769981]
