[1372, 849]
[section-title, [364.0, 69.0, 131.0, 30.0], shoonya_0sXPX7S2IHEWT2, 5709583]
[paragraph, [71.0, 132.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 150.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 168.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 186.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 204.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 222.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 240.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 258.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 276.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 294.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 312.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 330.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 348.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 366.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 384.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 402.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 420.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 438.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 456.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 474.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 492.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 510.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 528.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 546.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 564.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 582.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 600.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 618.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 636.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 654.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 672.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 690.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 708.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [71.0, 726.0, 709.0, 18.0], shoonya_1sOPXJAM8VNNHB, 5709583]
[paragraph, [67.0, 759.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 777.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 795.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 813.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 831.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 849.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 867.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 885.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 903.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 921.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 939.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 957.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [67.0, 975.0, 707.0, 18.0], shoonya_2sFLNPFLJ925O4, 5709583]
[paragraph, [69.0, 1008.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1026.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1044.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1062.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1080.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1098.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1116.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1134.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1152.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1170.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1188.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1206.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [69.0, 1224.0, 710.0, 18.0], tgi4aDFd-z, 5709583]
[paragraph, [126.0, 1255.0, 643.0, 18.0], oO2xTx4mup, 5709583]
