[593, 389]
[section-title, [79.0, 24.0, 255.0, 30.0], shoonya_5sN2UQ2DR40YHK, 6496688]
[paragraph, [36.0, 70.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 88.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 106.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 124.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 142.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 160.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [36.0, 178.0, 320.0, 18.0], shoonya_3sLBSXT0K0C5JK, 6496688]
[paragraph, [38.0, 215.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 233.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 251.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 269.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 287.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 305.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 323.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 341.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [38.0, 359.0, 320.0, 18.0], shoonya_0sE44AH7Y4XDH4, 6496688]
[paragraph, [40.0, 386.0, 318.0, 18.0], shoonya_1s6VVCNTO8S2SP, 6496688]
[paragraph, [40.0, 404.0, 318.0, 18.0], shoonya_1s6VVCNTO8S2SP, 6496688]
[paragraph, [39.0, 431.0, 317.0, 18.0], shoonya_2sKZ8569AVOEQW, 6496688]
[paragraph, [39.0, 449.0, 317.0, 18.0], shoonya_2sKZ8569AVOEQW, 6496688]
[paragraph, [39.0, 467.0, 317.0, 18.0], shoonya_2sKZ8569AVOEQW, 6496688]
[paragraph, [233.0, 503.0, 96.0, 18.0], shoonya_7s5CVEKXOOHVYW, 6496688]
[paragraph, [235.0, 539.0, 94.0, 18.0], lCkkWkFy7X, 6496688]
