[792, 612]
[ordered-list, [49.0, 59.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 77.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 95.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 113.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 131.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 149.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 167.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 185.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 203.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 221.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 239.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 257.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 275.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 293.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 311.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 329.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 347.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 365.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 383.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 401.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 419.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 437.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 455.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 473.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 491.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 509.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[ordered-list, [49.0, 527.0, 510.0, 18.0], JrjlIZip_v, 5707103]
[sub-ordered-list, [60.0, 86.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 104.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 122.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 140.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 158.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 176.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 194.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 212.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 230.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 248.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 266.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 284.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 302.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 320.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 338.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 356.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 374.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 392.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 410.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 428.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 446.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 464.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 482.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 500.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[sub-ordered-list, [60.0, 518.0, 482.0, 18.0], shoonya_0s3451DH5W96D8, 5707103]
[folio, [82.0, 736.0, 268.0, 18.0], RPWpfZJvej, 5707103]
