[2339, 1654]
[folio, [1300.0, 89.0, 231.0, 36.0], DhsPZo5bXJ, 5750777]
[paragraph, [90.0, 132.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 168.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 204.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 240.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 276.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 312.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 348.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 384.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 420.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 456.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 492.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 528.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 564.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 600.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 636.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 672.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 708.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 744.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 780.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 816.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 852.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 888.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 924.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 960.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 996.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1032.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1068.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1104.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1140.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1176.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1212.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1248.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1284.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [90.0, 1320.0, 1449.0, 36.0], shoonya_1sJBNKVTZRXWJV, 5750777]
[paragraph, [231.0, 1357.0, 1157.0, 36.0], W4M0iHNGJ6, 5750777]
[paragraph, [231.0, 1393.0, 1157.0, 36.0], W4M0iHNGJ6, 5750777]
[paragraph, [231.0, 1429.0, 1157.0, 36.0], W4M0iHNGJ6, 5750777]
[reference, [985.0, 1507.0, 389.0, 36.0], shoonya_2sO7QURUMVHOT3, 5750777]
[paragraph, [89.0, 1571.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1607.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1643.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1679.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1715.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1751.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1787.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1823.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1859.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1895.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1931.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [89.0, 1967.0, 1467.0, 36.0], shoonya_0sHZD7Q8M2K3SC, 5750777]
[paragraph, [202.0, 2022.0, 1211.0, 36.0], wqSqt87glm, 5750777]
[paragraph, [202.0, 2058.0, 1211.0, 36.0], wqSqt87glm, 5750777]
[paragraph, [202.0, 2094.0, 1211.0, 36.0], wqSqt87glm, 5750777]
[paragraph, [202.0, 2130.0, 1211.0, 36.0], wqSqt87glm, 5750777]
[reference, [903.0, 2176.0, 430.0, 36.0], GoxeQL9OlJ, 5750777]
[reference, [903.0, 2212.0, 430.0, 36.0], GoxeQL9OlJ, 5750777]
