[2339, 1654]
[folio, [1287.0, 71.0, 230.0, 36.0], shoonya_4sAAD9TK8L1A2B, 5750829]
[paragraph, [92.0, 125.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 161.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 197.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 233.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 269.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 305.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [92.0, 341.0, 1435.0, 36.0], shoonya_3sMUR97L265JPW, 5750829]
[paragraph, [244.0, 387.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 423.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 459.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 495.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 531.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 567.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 603.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 639.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 675.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 711.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 747.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 783.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 819.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 855.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 891.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 927.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 963.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 999.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1035.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1071.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1107.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1143.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1179.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [244.0, 1215.0, 1131.0, 36.0], shoonya_1s6ZY6J6UJQ2TY, 5750829]
[paragraph, [88.0, 1320.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1356.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1392.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1428.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1464.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1500.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1536.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1572.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1608.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1644.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1680.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1716.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1752.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1788.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1824.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1860.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1896.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1932.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 1968.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2004.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2040.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2076.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2112.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2148.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2184.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
[paragraph, [88.0, 2220.0, 1452.0, 36.0], shoonya_0sZSES323KV9E1, 5750829]
