[1267, 753]
[folio, [321.0, 77.0, 107.0, 18.0], shoonya_1sVA8R98PE90D3, 5699390]
[paragraph, [75.0, 125.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 143.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 161.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 179.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 197.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 215.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 233.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 251.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 269.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 287.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 305.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 323.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 341.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 359.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 377.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 395.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 413.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 431.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 449.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 467.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 485.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 503.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 521.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 539.0, 600.0, 18.0], shoonya_0sS6U13HH1ZM0I, 5699390]
[paragraph, [75.0, 578.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 596.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 614.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 632.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 650.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 668.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 686.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 704.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 722.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 740.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 758.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 776.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 794.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 812.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 830.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 848.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 866.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 884.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 902.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 920.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 938.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 956.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 974.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 992.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1010.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1028.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1046.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1064.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1082.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1100.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1118.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1136.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1154.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
[paragraph, [75.0, 1172.0, 599.0, 18.0], shoonya_2s81HAJH89JKDX, 5699390]
