[737, 581]
[website-link, [221.0, 19.0, 136.0, 18.0], _JRqhHRdod, 5739458]
[chapter-title, [228.0, 75.0, 125.0, 30.0], jvGE6XEuJu, 5739458]
[sub-section-title, [203.0, 146.0, 170.0, 25.5], x012KDcQdG, 5739458]
[ordered-list, [302.0, 196.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 214.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 232.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 250.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 268.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 286.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 304.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 322.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [302.0, 340.0, 225.0, 18.0], shoonya_1sJINOBRX96FIB, 5739458]
[ordered-list, [53.0, 197.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 215.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 233.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 251.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 269.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 287.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[ordered-list, [53.0, 305.0, 226.0, 18.0], shoonya_3sTLEG1I9T68BI, 5739458]
[paragraph, [53.0, 330.0, 225.0, 18.0], shoonya_6s68LYW8N6LE8B, 5739458]
[paragraph, [53.0, 348.0, 225.0, 18.0], shoonya_6s68LYW8N6LE8B, 5739458]
[paragraph, [53.0, 366.0, 225.0, 18.0], shoonya_6s68LYW8N6LE8B, 5739458]
[paragraph, [53.0, 384.0, 225.0, 18.0], shoonya_6s68LYW8N6LE8B, 5739458]
[paragraph, [305.0, 365.0, 218.0, 18.0], shoonya_5sVB3US2OVD45E, 5739458]
[paragraph, [305.0, 383.0, 218.0, 18.0], shoonya_5sVB3US2OVD45E, 5739458]
[paragraph, [305.0, 401.0, 218.0, 18.0], shoonya_5sVB3US2OVD45E, 5739458]
[ordered-list, [54.0, 410.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 428.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 446.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 464.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 482.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 500.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 518.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 536.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 554.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 572.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 590.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 608.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 626.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [54.0, 644.0, 226.0, 18.0], shoonya_0sTD8HGEBIBFI7, 5739458]
[ordered-list, [302.0, 424.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 442.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 460.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 478.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 496.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 514.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 532.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 550.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 568.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 586.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 604.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 622.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
[ordered-list, [302.0, 640.0, 230.0, 18.0], shoonya_2s5CUX48KK7DDE, 5739458]
