[1754, 1241]
[section-title, [473.0, 140.0, 290.0, 49.5], shoonya_0sPFOOF90FDIB1, 5781093]
[sub-section-title, [494.0, 226.0, 249.0, 36.0], G8GlRg8QYR, 5781093]
[subsub-section-title, [231.0, 287.0, 774.0, 43.5], 8sKAozusx4, 5781093]
[paragraph, [149.0, 355.0, 887.0, 36.0], EsG2XQbWTE, 5781093]
[ordered-list, [149.0, 516.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 552.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 588.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 624.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 660.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 696.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 732.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 768.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 804.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 840.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 876.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 912.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 948.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 984.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1020.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1056.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1092.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1128.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1164.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[ordered-list, [149.0, 1200.0, 880.0, 36.0], 1T07sTK-Ou, 5781093]
[sub-ordered-list, [210.0, 562.0, 793.0, 36.0], PLngTjg_RX, 5781093]
[sub-ordered-list, [210.0, 598.0, 793.0, 36.0], PLngTjg_RX, 5781093]
[sub-ordered-list, [210.0, 634.0, 793.0, 36.0], PLngTjg_RX, 5781093]
[sub-ordered-list, [210.0, 670.0, 793.0, 36.0], PLngTjg_RX, 5781093]
[sub-ordered-list, [231.0, 759.0, 797.0, 36.0], qJBohONAMP, 5781093]
[sub-ordered-list, [231.0, 795.0, 797.0, 36.0], qJBohONAMP, 5781093]
[sub-ordered-list, [231.0, 831.0, 797.0, 36.0], qJBohONAMP, 5781093]
[sub-ordered-list, [221.0, 918.0, 800.0, 36.0], NHbTz3iQGR, 5781093]
[sub-ordered-list, [221.0, 954.0, 800.0, 36.0], NHbTz3iQGR, 5781093]
[sub-ordered-list, [221.0, 990.0, 800.0, 36.0], NHbTz3iQGR, 5781093]
[sub-ordered-list, [221.0, 1026.0, 800.0, 36.0], NHbTz3iQGR, 5781093]
[sub-ordered-list, [221.0, 1119.0, 808.0, 36.0], 1_38gKulsM, 5781093]
[sub-ordered-list, [221.0, 1155.0, 808.0, 36.0], 1_38gKulsM, 5781093]
[sub-ordered-list, [221.0, 1191.0, 808.0, 36.0], 1_38gKulsM, 5781093]
