[2339, 1653]
[folio, [202.0, 363.0, 171.0, 36.0], FhhrNT6WS7, 5736204]
[folio, [1310.0, 369.0, 140.0, 36.0], WBW2R1Yg9P, 5736204]
[sidebar, [39.0, 423.0, 152.0, 36.0], shoonya_14s0OHU0Q1HXL2, 5736204]
[paragraph, [203.0, 424.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [203.0, 460.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [203.0, 496.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [203.0, 532.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [203.0, 568.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [203.0, 604.0, 614.0, 36.0], shoonya_4sAQ3OXIPJW32L, 5736204]
[paragraph, [835.0, 472.0, 216.0, 36.0], nHA8IjKr_b, 5736204]
[paragraph, [1111.0, 562.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 598.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 634.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 670.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 706.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 742.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 778.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 814.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 850.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [1111.0, 886.0, 337.0, 36.0], shoonya_8sQGMWSXJK4OWA, 5736204]
[paragraph, [204.0, 659.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 695.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 731.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 767.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 803.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 839.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 875.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 911.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [204.0, 947.0, 613.0, 36.0], shoonya_2s3VMFRIY3NGJC, 5736204]
[paragraph, [840.0, 941.0, 612.0, 36.0], shoonya_15s039UJVMD179, 5736204]
[paragraph, [840.0, 977.0, 612.0, 36.0], shoonya_15s039UJVMD179, 5736204]
[paragraph, [204.0, 986.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1022.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1058.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1094.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1130.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1166.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1202.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1238.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1274.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1310.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [204.0, 1346.0, 614.0, 36.0], shoonya_0sD4YKKP4007QA, 5736204]
[paragraph, [836.0, 1036.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1072.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1108.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1144.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1180.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1216.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1252.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1288.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1324.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1360.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [836.0, 1396.0, 613.0, 36.0], shoonya_9sLNABTWAKW749, 5736204]
[paragraph, [203.0, 1407.0, 614.0, 36.0], shoonya_5sILIZSLJO371T, 5736204]
[paragraph, [203.0, 1443.0, 614.0, 36.0], shoonya_5sILIZSLJO371T, 5736204]
[paragraph, [203.0, 1479.0, 614.0, 36.0], shoonya_5sILIZSLJO371T, 5736204]
[paragraph, [203.0, 1515.0, 614.0, 36.0], shoonya_5sILIZSLJO371T, 5736204]
[paragraph, [203.0, 1551.0, 614.0, 36.0], shoonya_5sILIZSLJO371T, 5736204]
[paragraph, [836.0, 1453.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1489.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1525.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1561.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1597.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1633.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1669.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1705.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1741.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1777.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [836.0, 1813.0, 611.0, 36.0], shoonya_1sMZXAXRGQJDYQ, 5736204]
[paragraph, [204.0, 1593.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1629.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1665.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1701.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1737.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1773.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1809.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1845.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
[paragraph, [204.0, 1881.0, 612.0, 36.0], shoonya_3sWNF85CBSH0XT, 5736204]
