[1754, 1240]
[headline, [440.0, 171.0, 365.0, 37.5], EqyPU2VQcU, 6476511]
[headline, [440.0, 208.5, 365.0, 37.5], EqyPU2VQcU, 6476511]
[sub-headline, [513.0, 252.0, 234.0, 36.0], mgR1UMT0E9, 6476511]
[folio, [182.0, 436.0, 843.0, 36.0], k2mxvNwegC, 6476511]
[folio, [179.0, 505.0, 888.0, 36.0], xli2ZgWN3H, 6476511]
[sidebar, [945.0, 577.0, 141.0, 36.0], TKR2HBxn-u, 6476511]
[sidebar, [186.0, 621.0, 100.0, 36.0], QlItvpIpQB, 6476511]
[sidebar, [186.0, 657.0, 100.0, 36.0], QlItvpIpQB, 6476511]
[sidebar, [186.0, 693.0, 100.0, 36.0], QlItvpIpQB, 6476511]
[ordered-list, [259.0, 645.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 681.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 717.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 753.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 789.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 825.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 861.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 897.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 933.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 969.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1005.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1041.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1077.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1113.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1149.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1185.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1221.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1257.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1293.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1329.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1365.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1401.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[ordered-list, [259.0, 1437.0, 703.0, 36.0], shoonya_0sJXTN7XVMB3FT, 6476511]
[sub-ordered-list, [328.0, 701.0, 336.0, 36.0], 34SnfXnQXZ, 6476511]
[sub-ordered-list, [333.0, 793.0, 375.0, 36.0], V5Q_fg28Zr, 6476511]
[sub-ordered-list, [344.0, 880.0, 252.0, 36.0], bli9o0qfYa, 6476511]
[sub-ordered-list, [344.0, 916.0, 252.0, 36.0], bli9o0qfYa, 6476511]
[sub-ordered-list, [344.0, 952.0, 252.0, 36.0], bli9o0qfYa, 6476511]
[sub-ordered-list, [344.0, 988.0, 252.0, 36.0], bli9o0qfYa, 6476511]
[sidebar, [182.0, 1061.0, 108.0, 36.0], UhB9OWKOVZ, 6476511]
[sidebar, [189.0, 1148.0, 97.0, 36.0], YbV221r0tK, 6476511]
[sub-ordered-list, [342.0, 1174.0, 280.0, 36.0], UNOM_hcH_2, 6476511]
[sub-ordered-list, [334.0, 1320.0, 175.0, 36.0], 7reJE26y19, 6476511]
