[2334, 1650]
[paragraph, [268.0, 122.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 158.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 194.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 230.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 266.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 302.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 338.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 374.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 410.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 446.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 482.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 518.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 554.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 590.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 626.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 662.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 698.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 734.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 770.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 806.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 842.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 878.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [268.0, 914.0, 1209.0, 36.0], shoonya_0sYQR3GVOA7GD1, 5652651]
[paragraph, [250.0, 951.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [250.0, 987.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [250.0, 1023.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [250.0, 1059.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [250.0, 1095.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [250.0, 1131.0, 1233.0, 36.0], iQN0pKMQrm, 5652651]
[paragraph, [244.0, 1178.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1214.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1250.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1286.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1322.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1358.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1394.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1430.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1466.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1502.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1538.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1574.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1610.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [244.0, 1646.0, 1264.0, 36.0], 6Y5Vqk6blp, 5652651]
[paragraph, [243.0, 1691.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1727.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1763.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1799.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1835.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1871.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1907.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1943.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[paragraph, [243.0, 1979.0, 1310.0, 36.0], OgsO4O4Ru2, 5652651]
[folio, [346.0, 2097.0, 391.0, 36.0], WxLqjKl9l-, 5652651]
