[1951, 1219]
[folio, [242.0, 120.0, 198.0, 36.0], mbJFsIxk7z, 5683394]
[paragraph, [120.0, 208.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 244.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 280.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 316.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 352.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 388.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 424.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [120.0, 460.0, 975.0, 36.0], shoonya_0s2O717O6LJ5Z4, 5683394]
[paragraph, [117.0, 507.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 543.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 579.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 615.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 651.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 687.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 723.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 759.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [117.0, 795.0, 973.0, 36.0], Ew0EpEpmg4, 5683394]
[paragraph, [120.0, 852.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 888.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 924.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 960.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 996.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1032.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1068.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1104.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1140.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1176.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1212.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1248.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1284.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [120.0, 1320.0, 973.0, 36.0], hhev97Tsej, 5683394]
[paragraph, [121.0, 1374.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1410.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1446.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1482.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1518.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1554.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1590.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1626.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1662.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1698.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1734.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
[paragraph, [121.0, 1770.0, 970.0, 36.0], Nhn8qRafrr, 5683394]
