[2339, 1653]
[paragraph, [387.0, 196.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [387.0, 232.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [387.0, 268.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [387.0, 304.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [387.0, 340.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [387.0, 376.0, 1080.0, 36.0], shoonya_2s7JKIZGYRGP44, 5733511]
[paragraph, [390.0, 426.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 462.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 498.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 534.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 570.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 606.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 642.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 678.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 714.0, 1073.0, 36.0], shoonya_0s3Y7RXX6SRK61, 5733511]
[paragraph, [390.0, 766.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 802.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 838.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 874.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 910.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 946.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 982.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1018.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1054.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1090.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1126.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1162.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1198.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1234.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1270.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1306.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1342.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1378.0, 1068.0, 36.0], shoonya_1sV5WCA22CYS5E, 5733511]
[paragraph, [390.0, 1452.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1488.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1524.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1560.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1596.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1632.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1668.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1704.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1740.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1776.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1812.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1848.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1884.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1920.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [390.0, 1956.0, 1069.0, 36.0], shoonya_3sVWFYUSOXDAAW, 5733511]
[paragraph, [387.0, 2025.0, 1085.0, 36.0], 11MiHlWUXu, 5733511]
[paragraph, [387.0, 2061.0, 1085.0, 36.0], 11MiHlWUXu, 5733511]
[folio, [779.0, 2182.0, 600.0, 36.0], shoonya_4sFIF69SYKON9B, 5733511]
