[2806, 1984]
[ordered-list, [215.0, 198.0, 1557.0, 46.5], XoXQIp-2I2, 5698532]
[ordered-list, [215.0, 244.5, 1557.0, 46.5], XoXQIp-2I2, 5698532]
[ordered-list, [215.0, 291.0, 1557.0, 46.5], XoXQIp-2I2, 5698532]
[ordered-list, [215.0, 337.5, 1557.0, 46.5], XoXQIp-2I2, 5698532]
[paragraph, [318.0, 507.0, 1457.0, 46.5], shoonya_4sII00AWMTWLG9, 5698532]
[paragraph, [318.0, 553.5, 1457.0, 46.5], shoonya_4sII00AWMTWLG9, 5698532]
[ordered-list, [203.0, 646.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 692.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 739.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 785.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 832.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 878.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 925.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 971.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1018.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1064.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1111.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1157.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1204.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1250.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1297.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1343.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1390.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1436.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1483.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1529.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1576.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1622.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1669.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1715.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1762.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1808.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1855.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1901.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1948.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 1994.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2041.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2087.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2134.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2180.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2227.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2273.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2320.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2366.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2413.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2459.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2506.0, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
[ordered-list, [203.0, 2552.5, 1559.0, 46.5], shoonya_1sNK64K5CO9I7F, 5698532]
