[792, 612]
[section-title, [242.0, 113.0, 120.0, 30.0], dsCVf9fVdG, 6492693]
[paragraph, [105.0, 176.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 194.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 212.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 230.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 248.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 266.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 284.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 302.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [105.0, 320.0, 399.0, 18.0], shoonya_0sDVGMLD30229E, 6492693]
[paragraph, [102.0, 345.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 363.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 381.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 399.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 417.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 435.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 453.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 471.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 489.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 507.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 525.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 543.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 561.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 579.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 597.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 615.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 633.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [102.0, 651.0, 402.0, 18.0], shoonya_5sJ8CR0RLIX211, 6492693]
[paragraph, [105.0, 678.0, 398.0, 18.0], shoonya_3s7UYSO4D2XXGW, 6492693]
[paragraph, [105.0, 696.0, 398.0, 18.0], shoonya_3s7UYSO4D2XXGW, 6492693]
[paragraph, [105.0, 714.0, 398.0, 18.0], shoonya_3s7UYSO4D2XXGW, 6492693]
