[1606, 1056]
[folio, [449.0, 101.0, 160.0, 36.0], shoonya_3sXH4MYIE25UPC, 5684111]
[paragraph, [98.0, 155.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 191.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 227.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 263.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 299.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 335.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 371.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 407.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 443.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 479.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 515.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 551.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 587.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 623.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 659.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 695.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 731.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [98.0, 767.0, 860.0, 36.0], shoonya_1s4CF64U4M6UIR, 5684111]
[paragraph, [99.0, 832.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 868.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 904.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 940.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 976.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1012.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1048.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1084.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1120.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1156.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1192.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1228.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1264.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1300.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1336.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1372.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1408.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1444.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
[paragraph, [99.0, 1480.0, 858.0, 36.0], shoonya_0sKPT5W4ARFY0K, 5684111]
