[1625, 1211]
[section-title, [272.0, 78.0, 682.0, 49.5], shoonya_0sTJZJEOLBNAHP, 5742815]
[paragraph, [435.0, 160.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 196.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 232.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 268.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 304.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 340.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [435.0, 376.0, 345.0, 36.0], rr7cVMv3pi, 5742815]
[paragraph, [808.0, 160.0, 333.0, 36.0], dxOd5smkaE, 5742815]
[paragraph, [75.0, 163.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 199.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 235.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 271.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 307.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 343.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 379.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 415.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 451.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 487.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 523.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[paragraph, [75.0, 559.0, 345.0, 36.0], IfmSyo9oNe, 5742815]
[sub-section-title, [811.0, 243.0, 325.0, 36.0], F8P0TrUYpb, 5742815]
[paragraph, [793.0, 286.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 322.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 358.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 394.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 430.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 466.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 502.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 538.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 574.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 610.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [793.0, 646.0, 357.0, 36.0], 2RoAW1waEU, 5742815]
[paragraph, [438.0, 443.0, 340.0, 36.0], 7hDeb-BuKo, 5742815]
[paragraph, [438.0, 479.0, 340.0, 36.0], 7hDeb-BuKo, 5742815]
[paragraph, [438.0, 515.0, 340.0, 36.0], 7hDeb-BuKo, 5742815]
[paragraph, [438.0, 551.0, 340.0, 36.0], 7hDeb-BuKo, 5742815]
[paragraph, [75.0, 626.0, 342.0, 36.0], W-zFPdllvR, 5742815]
[paragraph, [75.0, 662.0, 342.0, 36.0], W-zFPdllvR, 5742815]
