[2339, 1656]
[paragraph, [189.0, 212.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 248.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 284.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 320.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 356.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 392.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [189.0, 428.0, 1277.0, 36.0], shoonya_0sH4JSIQ0B02AD, 5730664]
[paragraph, [172.0, 471.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 507.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 543.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 579.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 615.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 651.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 687.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 723.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 759.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 795.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [172.0, 831.0, 1300.0, 36.0], shoonya_2sFAVD63YPV89T, 5730664]
[paragraph, [184.0, 906.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 942.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 978.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1014.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1050.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1086.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1122.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1158.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1194.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1230.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [184.0, 1266.0, 1287.0, 36.0], shoonya_3sGEGX0Q7HLZPB, 5730664]
[paragraph, [178.0, 1317.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1353.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1389.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1425.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1461.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1497.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1533.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1569.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1605.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [178.0, 1641.0, 1293.0, 36.0], shoonya_1s756TE82QYKJ0, 5730664]
[paragraph, [181.0, 1706.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1742.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1778.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1814.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1850.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1886.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1922.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1958.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 1994.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 2030.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 2066.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
[paragraph, [181.0, 2102.0, 1285.0, 36.0], shoonya_4sN1SWXERBNSZ2, 5730664]
