[1298, 853]
[section-title, [320.0, 68.0, 219.0, 30.0], shoonya_2sACR0UML0LMM6, 5709940]
[paragraph, [56.0, 116.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 134.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 152.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 170.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 188.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 206.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 224.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 242.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 260.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 278.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 296.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 314.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 332.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 350.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 368.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 386.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 404.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
[paragraph, [56.0, 422.0, 739.0, 18.0], shoonya_0s43ZJJK92W4NT, 5709940]
