[1030, 675]
[chapter-title, [266.0, 68.0, 142.0, 30.0], shoonya_4sLTT7SLN2G55L, 5776571]
[paragraph, [70.0, 114.0, 535.0, 18.0], shoonya_3s5RTFIMAFIHX2, 5776571]
[paragraph, [70.0, 132.0, 535.0, 18.0], shoonya_3s5RTFIMAFIHX2, 5776571]
[paragraph, [70.0, 150.0, 535.0, 18.0], shoonya_3s5RTFIMAFIHX2, 5776571]
[paragraph, [70.0, 168.0, 535.0, 18.0], shoonya_3s5RTFIMAFIHX2, 5776571]
[paragraph, [68.0, 197.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 215.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 233.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 251.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 269.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 287.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 305.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 323.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 341.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 359.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 377.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 395.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 413.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [68.0, 431.0, 537.0, 18.0], shoonya_1s52UFG67445WA, 5776571]
[paragraph, [70.0, 452.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 470.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 488.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 506.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 524.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 542.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 560.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 578.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 596.0, 536.0, 18.0], shoonya_0sTUZSYO76J72V, 5776571]
[paragraph, [70.0, 619.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 637.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 655.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 673.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 691.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 709.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 727.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 745.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 763.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 781.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 799.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 817.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 835.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 853.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 871.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 889.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [70.0, 907.0, 535.0, 18.0], shoonya_2s1AN808EQVXKN, 5776571]
[paragraph, [93.0, 927.0, 510.0, 18.0], shoonya_5sBIZLHO4SAFBG, 5776571]
