[1754, 1241]
[chapter-title, [465.0, 139.0, 311.0, 58.5], hYZTzlICyM, 5709530]
[ordered-list, [169.0, 256.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 292.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 328.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 364.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 400.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 436.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 472.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 508.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 544.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 580.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 616.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 652.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 688.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 724.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 760.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 796.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 832.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 868.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 904.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 940.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 976.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 1012.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
[ordered-list, [169.0, 1048.0, 966.0, 36.0], shoonya_0sA9MPOST928S0, 5709530]
