[1754, 1241]
[headline, [101.0, 154.0, 1039.0, 37.5], shoonya_3sOJ2RXHNPKSC4, 6472381]
[headline, [101.0, 191.5, 1039.0, 37.5], shoonya_3sOJ2RXHNPKSC4, 6472381]
[author, [947.0, 297.0, 217.0, 36.0], shoonya_6sKD66EV8CDBFA, 6472381]
[paragraph, [624.0, 365.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 401.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 437.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 473.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 509.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 545.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 581.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 617.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 653.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 689.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 725.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 761.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 797.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 833.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 869.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 905.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 941.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 977.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 1013.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 1049.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 1085.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 1121.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [624.0, 1157.0, 548.0, 36.0], shoonya_8s0ZNQL8GYM9VC, 6472381]
[paragraph, [68.0, 368.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 404.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 440.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 476.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 512.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 548.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 584.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [68.0, 620.0, 544.0, 36.0], shoonya_1sOZ31EDKPO5KJ, 6472381]
[paragraph, [67.0, 726.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 762.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 798.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 834.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 870.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 906.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 942.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 978.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1014.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1050.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1086.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1122.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1158.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1194.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1230.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [67.0, 1266.0, 547.0, 36.0], shoonya_9sC1FFI1UZGL26, 6472381]
[paragraph, [624.0, 1230.0, 556.0, 36.0], shoonya_4s0WEG041K6RSD, 6472381]
[paragraph, [624.0, 1266.0, 556.0, 36.0], shoonya_4s0WEG041K6RSD, 6472381]
[paragraph, [624.0, 1302.0, 556.0, 36.0], shoonya_4s0WEG041K6RSD, 6472381]
[paragraph, [624.0, 1338.0, 556.0, 36.0], shoonya_4s0WEG041K6RSD, 6472381]
[paragraph, [624.0, 1374.0, 556.0, 36.0], shoonya_4s0WEG041K6RSD, 6472381]
[paragraph, [60.0, 1336.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1372.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1408.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1444.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1480.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1516.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [60.0, 1552.0, 553.0, 36.0], shoonya_0sNQFEECRUIO84, 6472381]
[paragraph, [627.0, 1463.0, 546.0, 36.0], shoonya_2sGTYQXWOHWCAV, 6472381]
[paragraph, [627.0, 1499.0, 546.0, 36.0], shoonya_2sGTYQXWOHWCAV, 6472381]
[paragraph, [627.0, 1535.0, 546.0, 36.0], shoonya_2sGTYQXWOHWCAV, 6472381]
