[1565, 1152]
[headline, [134.0, 351.0, 572.0, 37.5], shoonya_7s80RPMEWRBUYX, 5712393]
[headline, [134.0, 388.5, 572.0, 37.5], shoonya_7s80RPMEWRBUYX, 5712393]
[headline, [134.0, 426.0, 572.0, 37.5], shoonya_7s80RPMEWRBUYX, 5712393]
[headline, [134.0, 463.5, 572.0, 37.5], shoonya_7s80RPMEWRBUYX, 5712393]
[headline, [134.0, 501.0, 572.0, 37.5], shoonya_7s80RPMEWRBUYX, 5712393]
[author, [433.0, 555.0, 166.0, 36.0], shoonya_6s6VCKNY2Z8D7Q, 5712393]
[paragraph, [103.0, 635.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 671.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 707.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 743.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 779.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 815.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 851.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [103.0, 887.0, 461.0, 36.0], shoonya_1s6U6TRIQ4B8ZP, 5712393]
[paragraph, [587.0, 636.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 672.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 708.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 744.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 780.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 816.0, 449.0, 36.0], shoonya_5sP2OE5SBLRYAL, 5712393]
[paragraph, [587.0, 855.0, 455.0, 36.0], shoonya_3sL4SFDQSASK05, 5712393]
[paragraph, [587.0, 891.0, 455.0, 36.0], shoonya_3sL4SFDQSASK05, 5712393]
[paragraph, [587.0, 927.0, 455.0, 36.0], shoonya_3sL4SFDQSASK05, 5712393]
[paragraph, [101.0, 936.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 972.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1008.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1044.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1080.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1116.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1152.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1188.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1224.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1260.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1296.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1332.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1368.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [101.0, 1404.0, 475.0, 36.0], shoonya_0sK05Q2AHCKZBB, 5712393]
[paragraph, [590.0, 973.0, 454.0, 36.0], shoonya_2sACB5KDODZV0Z, 5712393]
[paragraph, [590.0, 1009.0, 454.0, 36.0], shoonya_2sACB5KDODZV0Z, 5712393]
[paragraph, [590.0, 1045.0, 454.0, 36.0], shoonya_2sACB5KDODZV0Z, 5712393]
[paragraph, [590.0, 1081.0, 454.0, 36.0], shoonya_2sACB5KDODZV0Z, 5712393]
[paragraph, [590.0, 1117.0, 454.0, 36.0], shoonya_2sACB5KDODZV0Z, 5712393]
[paragraph, [588.0, 1184.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[paragraph, [588.0, 1220.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[paragraph, [588.0, 1256.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[paragraph, [588.0, 1292.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[paragraph, [588.0, 1328.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[paragraph, [588.0, 1364.0, 459.0, 36.0], shoonya_4s9MATUFW6VMWM, 5712393]
[folio, [104.0, 1445.0, 160.0, 36.0], LZGj7AgJJS, 5712393]
