[842, 596]
[headline, [262.0, 31.0, 69.0, 25.5], GixTqCVKkW, 5771713]
[ordered-list, [21.0, 58.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 76.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 94.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 112.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 130.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 148.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 166.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 184.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 202.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 220.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 238.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 256.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 274.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 292.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 310.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 328.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 346.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 364.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 382.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 400.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 418.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 436.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 454.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 472.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 490.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 508.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 526.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 544.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 562.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 580.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 598.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 616.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 634.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 652.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 670.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 688.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 706.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 724.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [21.0, 742.0, 272.0, 18.0], N_syGE3KTM, 5771713]
[ordered-list, [336.0, 75.0, 238.0, 18.0], dYTofwuJSZ, 5771713]
[ordered-list, [336.0, 93.0, 238.0, 18.0], dYTofwuJSZ, 5771713]
[ordered-list, [336.0, 111.0, 238.0, 18.0], dYTofwuJSZ, 5771713]
[ordered-list, [336.0, 129.0, 238.0, 18.0], dYTofwuJSZ, 5771713]
[ordered-list, [310.0, 161.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 179.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 197.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 215.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 233.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 251.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 269.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 287.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 305.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 323.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 341.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 359.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 377.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 395.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 413.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 431.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 449.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 467.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 485.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 503.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 521.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 539.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 557.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 575.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 593.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 611.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[ordered-list, [310.0, 629.0, 259.0, 18.0], EJHntuCjHl, 5771713]
[sub-ordered-list, [309.0, 183.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 201.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 219.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 237.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 255.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 273.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 291.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 309.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 327.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 345.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 363.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 381.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 399.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 417.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 435.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 453.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 471.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 489.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 507.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
[sub-ordered-list, [309.0, 525.0, 267.0, 18.0], K8yo9gmDDT, 5771713]
