[1240, 1755]
[sidebar, [673.0, 142.0, 89.0, 18.0], nMJbYUAPDO, 5729337]
[sidebar, [673.0, 160.0, 89.0, 18.0], nMJbYUAPDO, 5729337]
[second-level-question, [1032.0, 142.0, 582.0, 18.0], shoonya_10sM1JMG75MB1A, 5729337]
[second-level-question, [1032.0, 160.0, 582.0, 18.0], shoonya_10sM1JMG75MB1A, 5729337]
[second-level-question, [1032.0, 178.0, 582.0, 18.0], shoonya_10sM1JMG75MB1A, 5729337]
[second-level-question, [1032.0, 196.0, 582.0, 18.0], shoonya_10sM1JMG75MB1A, 5729337]
[second-level-question, [190.0, 188.0, 125.0, 18.0], 4OyBeQ9NTI, 5729337]
[second-level-question, [190.0, 206.0, 125.0, 18.0], 4OyBeQ9NTI, 5729337]
[second-level-question, [1031.0, 217.0, 583.0, 18.0], SYB3vNfG81, 5729337]
[second-level-question, [1031.0, 235.0, 583.0, 18.0], SYB3vNfG81, 5729337]
[second-level-question, [1031.0, 253.0, 583.0, 18.0], SYB3vNfG81, 5729337]
[second-level-question, [1031.0, 271.0, 583.0, 18.0], SYB3vNfG81, 5729337]
[second-level-question, [1031.0, 289.0, 583.0, 18.0], SYB3vNfG81, 5729337]
[second-level-question, [188.0, 234.0, 304.0, 18.0], j_UTWg7unk, 5729337]
[second-level-question, [188.0, 252.0, 304.0, 18.0], j_UTWg7unk, 5729337]
[second-level-question, [184.0, 285.0, 160.0, 18.0], S96adFlolk, 5729337]
[second-level-question, [184.0, 303.0, 160.0, 18.0], S96adFlolk, 5729337]
[second-level-question, [186.0, 331.0, 425.0, 18.0], MXB4NWPxyB, 5729337]
[second-level-question, [186.0, 349.0, 425.0, 18.0], MXB4NWPxyB, 5729337]
[sidebar, [1511.0, 366.0, 100.0, 18.0], 6Cpj38Rq-K, 5729337]
[second-level-question, [184.0, 381.0, 311.0, 18.0], K93lrGtSj3, 5729337]
[second-level-question, [184.0, 399.0, 311.0, 18.0], K93lrGtSj3, 5729337]
[second-level-question, [1037.0, 414.0, 579.0, 18.0], Yg0VjbRVm5, 5729337]
[second-level-question, [1037.0, 432.0, 579.0, 18.0], Yg0VjbRVm5, 5729337]
[second-level-question, [1037.0, 450.0, 579.0, 18.0], Yg0VjbRVm5, 5729337]
[second-level-question, [1037.0, 468.0, 579.0, 18.0], Yg0VjbRVm5, 5729337]
[sidebar, [671.0, 478.0, 89.0, 18.0], AMlfd-HpaY, 5729337]
[second-level-question, [1035.0, 498.0, 581.0, 18.0], 49VjDXJy4M, 5729337]
[second-level-question, [1035.0, 516.0, 581.0, 18.0], 49VjDXJy4M, 5729337]
[second-level-question, [1035.0, 534.0, 581.0, 18.0], 49VjDXJy4M, 5729337]
[second-level-question, [1035.0, 552.0, 581.0, 18.0], 49VjDXJy4M, 5729337]
[second-level-question, [1035.0, 570.0, 581.0, 18.0], 49VjDXJy4M, 5729337]
[second-level-question, [185.0, 535.0, 584.0, 18.0], shoonya_0sJJHYO8186PLU, 5729337]
[second-level-question, [185.0, 553.0, 584.0, 18.0], shoonya_0sJJHYO8186PLU, 5729337]
[second-level-question, [185.0, 571.0, 584.0, 18.0], shoonya_0sJJHYO8186PLU, 5729337]
[second-level-question, [1037.0, 603.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 621.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 639.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 657.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 675.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 693.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [1037.0, 711.0, 581.0, 18.0], lDtdpP_BVc, 5729337]
[second-level-question, [184.0, 612.0, 587.0, 18.0], lyKqzJU8h3, 5729337]
[second-level-question, [184.0, 630.0, 587.0, 18.0], lyKqzJU8h3, 5729337]
[second-level-question, [184.0, 648.0, 587.0, 18.0], lyKqzJU8h3, 5729337]
[second-level-question, [179.0, 682.0, 592.0, 18.0], Xf0XASrNum, 5729337]
[second-level-question, [179.0, 700.0, 592.0, 18.0], Xf0XASrNum, 5729337]
[second-level-question, [179.0, 718.0, 592.0, 18.0], Xf0XASrNum, 5729337]
[second-level-question, [179.0, 736.0, 592.0, 18.0], Xf0XASrNum, 5729337]
[second-level-question, [179.0, 754.0, 592.0, 18.0], Xf0XASrNum, 5729337]
[second-level-question, [179.0, 785.0, 592.0, 18.0], WUeFZhG044, 5729337]
[second-level-question, [179.0, 803.0, 592.0, 18.0], WUeFZhG044, 5729337]
[second-level-question, [179.0, 821.0, 592.0, 18.0], WUeFZhG044, 5729337]
[second-level-question, [179.0, 839.0, 592.0, 18.0], WUeFZhG044, 5729337]
