[1754, 1241]
[paragraph, [58.0, 137.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 173.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 209.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 245.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 281.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 317.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 353.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 389.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 425.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 461.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [58.0, 497.0, 553.0, 36.0], shoonya_1s2QX5QFU9T0BO, 6472678]
[paragraph, [631.0, 694.0, 541.0, 36.0], I_Uu1njdac, 6472678]
[paragraph, [631.0, 730.0, 541.0, 36.0], I_Uu1njdac, 6472678]
[paragraph, [631.0, 766.0, 541.0, 36.0], I_Uu1njdac, 6472678]
[paragraph, [632.0, 843.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 879.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 915.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 951.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 987.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 1023.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 1059.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [632.0, 1095.0, 541.0, 36.0], puhCQFJ0wK, 6472678]
[paragraph, [61.0, 916.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 952.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 988.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1024.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1060.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1096.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1132.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1168.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1204.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1240.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [61.0, 1276.0, 550.0, 36.0], shoonya_2sU92R3GFBHRD1, 6472678]
[paragraph, [629.0, 1225.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1261.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1297.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1333.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1369.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1405.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1441.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1477.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1513.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [629.0, 1549.0, 542.0, 36.0], MpL854gvhc, 6472678]
[paragraph, [63.0, 1411.0, 542.0, 36.0], ktQvK2bnAR, 6472678]
[paragraph, [63.0, 1447.0, 542.0, 36.0], ktQvK2bnAR, 6472678]
[paragraph, [63.0, 1483.0, 542.0, 36.0], ktQvK2bnAR, 6472678]
[paragraph, [63.0, 1519.0, 542.0, 36.0], ktQvK2bnAR, 6472678]
[paragraph, [63.0, 1555.0, 542.0, 36.0], ktQvK2bnAR, 6472678]
