[1970, 1387]
[sub-section-title, [143.0, 247.0, 341.0, 36.0], Tdc34KExEk, 5690537]
[unordered-list, [148.0, 313.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 349.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 385.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 421.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 457.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 493.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 529.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 565.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 601.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 637.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 673.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 709.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 745.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 781.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 817.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[unordered-list, [148.0, 853.0, 1095.0, 36.0], shoonya_0sZLSQGZSAC131, 5690537]
[section-title, [142.0, 906.0, 313.0, 49.5], 5z0fnDyRLj, 5690537]
[sub-section-title, [131.0, 972.0, 542.0, 36.0], 0cJMIvTgUn, 5690537]
[sidebar, [138.0, 1037.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1073.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1109.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1145.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1181.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1217.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1253.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1289.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1325.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1361.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [138.0, 1397.0, 936.0, 36.0], YrFt6bHhK1, 5690537]
[sidebar, [147.0, 1498.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1534.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1570.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1606.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1642.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1678.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[sidebar, [147.0, 1714.0, 927.0, 36.0], mcOReOFYV6, 5690537]
[footnote, [202.0, 1829.0, 984.0, 36.0], GZ37Y8mW-q, 5690537]
