[1298, 853]
[section-title, [306.0, 70.0, 242.0, 30.0], hLG0gUu0O2, 5709616]
[paragraph, [76.0, 121.0, 187.0, 18.0], shoonya_1s013UH9DHYIJJ, 5709616]
[paragraph, [76.0, 139.0, 187.0, 18.0], shoonya_1s013UH9DHYIJJ, 5709616]
[paragraph, [56.0, 163.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 181.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 199.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 217.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 235.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 253.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 271.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 289.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 307.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 325.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 343.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 361.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 379.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 397.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 415.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 433.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 451.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 469.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 487.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 505.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 523.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 541.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 559.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 577.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 595.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 613.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 631.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 649.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 667.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 685.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 703.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 721.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 739.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [56.0, 757.0, 740.0, 18.0], shoonya_2s3PQ8ELYACMXX, 5709616]
[paragraph, [59.0, 777.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 795.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 813.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 831.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 849.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 867.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 885.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 903.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 921.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 939.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 957.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 975.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 993.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1011.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1029.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1047.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1065.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1083.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1101.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1119.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1137.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1155.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1173.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1191.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
[paragraph, [59.0, 1209.0, 738.0, 18.0], l0uE0cKTN7, 5709616]
