[842, 596]
[section-title, [460.0, 87.0, 79.0, 30.0], 4q0W9XxZzW, 5715737]
[folio, [351.0, 160.0, 197.0, 18.0], APZ1VZYF8H, 5715737]
[folio, [351.0, 178.0, 197.0, 18.0], APZ1VZYF8H, 5715737]
[paragraph, [71.0, 241.0, 454.0, 18.0], shoonya_2s5XAKQUBTEN93, 5715737]
[paragraph, [71.0, 259.0, 454.0, 18.0], shoonya_2s5XAKQUBTEN93, 5715737]
[paragraph, [71.0, 277.0, 454.0, 18.0], shoonya_2s5XAKQUBTEN93, 5715737]
[paragraph, [71.0, 295.0, 454.0, 18.0], shoonya_2s5XAKQUBTEN93, 5715737]
[paragraph, [74.0, 332.0, 447.0, 18.0], oqAgVN3hJq, 5715737]
[paragraph, [74.0, 350.0, 447.0, 18.0], oqAgVN3hJq, 5715737]
[paragraph, [71.0, 385.0, 449.0, 18.0], N5NJk8-XY0, 5715737]
[paragraph, [71.0, 403.0, 449.0, 18.0], N5NJk8-XY0, 5715737]
[paragraph, [71.0, 421.0, 449.0, 18.0], N5NJk8-XY0, 5715737]
[paragraph, [71.0, 439.0, 449.0, 18.0], N5NJk8-XY0, 5715737]
[paragraph, [71.0, 457.0, 449.0, 18.0], N5NJk8-XY0, 5715737]
[paragraph, [68.0, 479.0, 455.0, 18.0], nZCKxYmpwS, 5715737]
[paragraph, [68.0, 497.0, 455.0, 18.0], nZCKxYmpwS, 5715737]
[paragraph, [68.0, 515.0, 455.0, 18.0], nZCKxYmpwS, 5715737]
[paragraph, [68.0, 533.0, 455.0, 18.0], nZCKxYmpwS, 5715737]
[paragraph, [68.0, 566.0, 451.0, 18.0], shoonya_1sNY9314XWWTW7, 5715737]
[paragraph, [68.0, 584.0, 451.0, 18.0], shoonya_1sNY9314XWWTW7, 5715737]
[paragraph, [68.0, 602.0, 451.0, 18.0], shoonya_1sNY9314XWWTW7, 5715737]
[contact-info, [367.0, 642.0, 160.0, 18.0], WL_XbyMwMN, 5715737]
[contact-info, [367.0, 660.0, 160.0, 18.0], WL_XbyMwMN, 5715737]
[contact-info, [367.0, 678.0, 160.0, 18.0], WL_XbyMwMN, 5715737]
[contact-info, [367.0, 696.0, 160.0, 18.0], WL_XbyMwMN, 5715737]
