[2339, 1656]
[paragraph, [186.0, 198.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 234.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 270.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 306.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 342.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 378.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 414.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 450.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 486.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 522.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 558.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 594.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 630.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 666.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 702.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 738.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 774.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 810.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 846.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [186.0, 882.0, 1282.0, 36.0], shoonya_1s6892X4ZBQR5M, 5731797]
[paragraph, [187.0, 946.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 982.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1018.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1054.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1090.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1126.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1162.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1198.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1234.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1270.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1306.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1342.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1378.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1414.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1450.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1486.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1522.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1558.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1594.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1630.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1666.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1702.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1738.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1774.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1810.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1846.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [187.0, 1882.0, 1275.0, 36.0], shoonya_0sBIMNSB7BZGW7, 5731797]
[paragraph, [190.0, 1958.0, 1272.0, 36.0], shoonya_2sXEYUBYWR7TOD, 5731797]
[paragraph, [190.0, 1994.0, 1272.0, 36.0], shoonya_2sXEYUBYWR7TOD, 5731797]
[paragraph, [190.0, 2030.0, 1272.0, 36.0], shoonya_2sXEYUBYWR7TOD, 5731797]
[paragraph, [190.0, 2066.0, 1272.0, 36.0], shoonya_2sXEYUBYWR7TOD, 5731797]
