[1320, 1176]
[folio, [911.0, 69.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[folio, [911.0, 87.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[folio, [911.0, 105.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[folio, [911.0, 123.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[folio, [911.0, 141.0, 161.0, 18.0], e8-mDCfdve, 5693931]
[paragraph, [415.0, 176.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 194.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 212.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 230.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 248.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 266.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 284.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 302.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 320.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 338.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 356.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [415.0, 374.0, 304.0, 18.0], i_ychXeOmV, 5693931]
[paragraph, [737.0, 177.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 195.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 213.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 231.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 249.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 267.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 285.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 303.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 321.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 339.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 357.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 375.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 393.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 411.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 429.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 447.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 465.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 483.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 501.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 519.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 537.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 555.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 573.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 591.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 609.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 627.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 645.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 663.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 681.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 699.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 717.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 735.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 753.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 771.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 789.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 807.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 825.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 843.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 861.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 879.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 897.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 915.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 933.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 951.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 969.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 987.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1005.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1023.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1041.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1059.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1077.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1095.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1113.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1131.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1149.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1167.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [737.0, 1185.0, 313.0, 18.0], shoonya_0sXNXOQPZRPRCU, 5693931]
[paragraph, [69.0, 195.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 213.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 231.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 249.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 267.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 285.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 303.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 321.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 339.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 357.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 375.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 393.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 411.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 429.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 447.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 465.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 483.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 501.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 519.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 537.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 555.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 573.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 591.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 609.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 627.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 645.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 663.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 681.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 699.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 717.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 735.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 753.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 771.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [69.0, 789.0, 338.0, 18.0], h17RK0KnEf, 5693931]
[paragraph, [407.0, 406.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 424.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
[paragraph, [407.0, 442.0, 313.0, 18.0], a4JKDXnYKo, 5693931]
