[1298, 853]
[section-title, [306.0, 67.0, 236.0, 30.0], shoonya_1s1PW6DXA28YCY, 5710137]
[paragraph, [50.0, 116.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 134.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 152.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 170.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 188.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 206.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [50.0, 224.0, 757.0, 18.0], shoonya_3s4LBS9DUZUE2D, 5710137]
[paragraph, [54.0, 253.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 271.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 289.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 307.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 325.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 343.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 361.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 379.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 397.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 415.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 433.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 451.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 469.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 487.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 505.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 523.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 541.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 559.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 577.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 595.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 613.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 631.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 649.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 667.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 685.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 703.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 721.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 739.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 757.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 775.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 793.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 811.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [54.0, 829.0, 753.0, 18.0], fNPgPI2XB3, 5710137]
[paragraph, [56.0, 851.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 869.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 887.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 905.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 923.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 941.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 959.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 977.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 995.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 1013.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [56.0, 1031.0, 751.0, 18.0], hUh5ir2ZHp, 5710137]
[paragraph, [55.0, 1063.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1081.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1099.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1117.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1135.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1153.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1171.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1189.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
[paragraph, [55.0, 1207.0, 750.0, 18.0], rm5cU2Gg8Q, 5710137]
