[3020, 1800]
[paragraph, [946.0, 406.0, 692.0, 52.5], qYDhfB_sjz, 5694027]
[paragraph, [99.0, 410.0, 814.0, 52.5], shoonya_18sLMSWA5EE7YT, 5694027]
[paragraph, [949.0, 464.0, 814.0, 52.5], shoonya_22s1NINKUKF545, 5694027]
[paragraph, [949.0, 516.5, 814.0, 52.5], shoonya_22s1NINKUKF545, 5694027]
[paragraph, [949.0, 569.0, 814.0, 52.5], shoonya_22s1NINKUKF545, 5694027]
[paragraph, [949.0, 621.5, 814.0, 52.5], shoonya_22s1NINKUKF545, 5694027]
[paragraph, [94.0, 517.0, 818.0, 52.5], shoonya_20sQJTZJDGH4M5, 5694027]
[paragraph, [94.0, 569.5, 818.0, 52.5], shoonya_20sQJTZJDGH4M5, 5694027]
[paragraph, [94.0, 622.0, 818.0, 52.5], shoonya_20sQJTZJDGH4M5, 5694027]
[paragraph, [103.0, 698.0, 810.0, 52.5], shoonya_6sAE58GF1Y49G4, 5694027]
[paragraph, [103.0, 750.5, 810.0, 52.5], shoonya_6sAE58GF1Y49G4, 5694027]
[paragraph, [103.0, 803.0, 810.0, 52.5], shoonya_6sAE58GF1Y49G4, 5694027]
[paragraph, [949.0, 703.0, 827.0, 52.5], shoonya_16s7RMWSYWU0Y0, 5694027]
[paragraph, [949.0, 755.5, 827.0, 52.5], shoonya_16s7RMWSYWU0Y0, 5694027]
[paragraph, [949.0, 808.0, 827.0, 52.5], shoonya_16s7RMWSYWU0Y0, 5694027]
[paragraph, [950.0, 895.0, 808.0, 52.5], shoonya_19sYKOLF3NPA4Z, 5694027]
[paragraph, [950.0, 947.5, 808.0, 52.5], shoonya_19sYKOLF3NPA4Z, 5694027]
[paragraph, [950.0, 1000.0, 808.0, 52.5], shoonya_19sYKOLF3NPA4Z, 5694027]
[paragraph, [101.0, 897.0, 814.0, 52.5], shoonya_8sAJW6BWONRIBX, 5694027]
[paragraph, [101.0, 949.5, 814.0, 52.5], shoonya_8sAJW6BWONRIBX, 5694027]
[paragraph, [96.0, 1039.0, 815.0, 52.5], shoonya_7sCTNH8C70UHWY, 5694027]
[paragraph, [96.0, 1091.5, 815.0, 52.5], shoonya_7sCTNH8C70UHWY, 5694027]
[paragraph, [96.0, 1144.0, 815.0, 52.5], shoonya_7sCTNH8C70UHWY, 5694027]
[paragraph, [96.0, 1196.5, 815.0, 52.5], shoonya_7sCTNH8C70UHWY, 5694027]
[paragraph, [950.0, 1087.0, 807.0, 52.5], shoonya_11sUHHEUQPVJC6, 5694027]
[paragraph, [950.0, 1139.5, 807.0, 52.5], shoonya_11sUHHEUQPVJC6, 5694027]
[paragraph, [950.0, 1192.0, 807.0, 52.5], shoonya_11sUHHEUQPVJC6, 5694027]
[paragraph, [950.0, 1244.5, 807.0, 52.5], shoonya_11sUHHEUQPVJC6, 5694027]
[paragraph, [950.0, 1297.0, 807.0, 52.5], shoonya_11sUHHEUQPVJC6, 5694027]
[paragraph, [95.0, 1277.0, 818.0, 52.5], shoonya_12s88NCGEU8CYN, 5694027]
[paragraph, [95.0, 1329.5, 818.0, 52.5], shoonya_12s88NCGEU8CYN, 5694027]
[paragraph, [95.0, 1382.0, 818.0, 52.5], shoonya_12s88NCGEU8CYN, 5694027]
[paragraph, [95.0, 1434.5, 818.0, 52.5], shoonya_12s88NCGEU8CYN, 5694027]
[paragraph, [95.0, 1487.0, 818.0, 52.5], shoonya_12s88NCGEU8CYN, 5694027]
[paragraph, [951.0, 1381.0, 807.0, 52.5], shoonya_5sSTGCQRVF3PKD, 5694027]
[paragraph, [951.0, 1433.5, 807.0, 52.5], shoonya_5sSTGCQRVF3PKD, 5694027]
[paragraph, [941.0, 1524.0, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1576.5, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1629.0, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1681.5, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1734.0, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1786.5, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1839.0, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [941.0, 1891.5, 826.0, 52.5], shoonya_9s3LNQCMM6K2MV, 5694027]
[paragraph, [100.0, 1618.0, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1670.5, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1723.0, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1775.5, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1828.0, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1880.5, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1933.0, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [100.0, 1985.5, 807.0, 52.5], shoonya_0s0YCX6020UR9Y, 5694027]
[paragraph, [946.0, 1947.0, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [946.0, 1999.5, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [946.0, 2052.0, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [946.0, 2104.5, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [946.0, 2157.0, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [946.0, 2209.5, 814.0, 52.5], shoonya_21sRK4KDEVIV6B, 5694027]
[paragraph, [101.0, 2054.0, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2106.5, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2159.0, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2211.5, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2264.0, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2316.5, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [101.0, 2369.0, 809.0, 52.5], shoonya_3sGVQOCWZIXWWZ, 5694027]
[paragraph, [954.0, 2290.0, 807.0, 52.5], shoonya_4sUHY0R07YEHXD, 5694027]
[paragraph, [954.0, 2342.5, 807.0, 52.5], shoonya_4sUHY0R07YEHXD, 5694027]
[paragraph, [104.0, 2437.0, 816.0, 52.5], shoonya_2sMGRJ9VMO21C1, 5694027]
[paragraph, [104.0, 2489.5, 816.0, 52.5], shoonya_2sMGRJ9VMO21C1, 5694027]
[paragraph, [104.0, 2542.0, 816.0, 52.5], shoonya_2sMGRJ9VMO21C1, 5694027]
[paragraph, [945.0, 2438.0, 816.0, 52.5], shoonya_10sEUKW86KF4AQ, 5694027]
[paragraph, [945.0, 2490.5, 816.0, 52.5], shoonya_10sEUKW86KF4AQ, 5694027]
[paragraph, [945.0, 2543.0, 816.0, 52.5], shoonya_10sEUKW86KF4AQ, 5694027]
[paragraph, [945.0, 2595.5, 816.0, 52.5], shoonya_10sEUKW86KF4AQ, 5694027]
[paragraph, [101.0, 2631.0, 808.0, 52.5], shoonya_1sA68STWI7W5YU, 5694027]
[paragraph, [101.0, 2683.5, 808.0, 52.5], shoonya_1sA68STWI7W5YU, 5694027]
[paragraph, [101.0, 2736.0, 808.0, 52.5], shoonya_1sA68STWI7W5YU, 5694027]
[paragraph, [101.0, 2788.5, 808.0, 52.5], shoonya_1sA68STWI7W5YU, 5694027]
[paragraph, [947.0, 2712.0, 812.0, 52.5], shoonya_17sVTHHBS3XU0Z, 5694027]
[paragraph, [947.0, 2764.5, 812.0, 52.5], shoonya_17sVTHHBS3XU0Z, 5694027]
[paragraph, [947.0, 2817.0, 812.0, 52.5], shoonya_17sVTHHBS3XU0Z, 5694027]
