[1987, 1270]
[chapter-title, [522.0, 249.0, 228.0, 58.5], gR6fsX2maf, 5682008]
[paragraph, [124.0, 401.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 437.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 473.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 509.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 545.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 581.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 617.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 653.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 689.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 725.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 761.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 797.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 833.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 869.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 905.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 941.0, 1018.0, 36.0], shoonya_0sURRVN9CJAA1T, 5682008]
[paragraph, [124.0, 995.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1031.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1067.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1103.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1139.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1175.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1211.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1247.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1283.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1319.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1355.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1391.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1427.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1463.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1499.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1535.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1571.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1607.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1643.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1679.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1715.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1751.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1787.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
[paragraph, [124.0, 1823.0, 1021.0, 36.0], shoonya_1sZM7N5UEOU4H0, 5682008]
