[1468, 909]
[folio, [381.0, 78.0, 157.0, 18.0], shoonya_3sHDTLTIM11KAI, 5770046]
[folio, [381.0, 96.0, 157.0, 18.0], shoonya_3sHDTLTIM11KAI, 5770046]
[paragraph, [69.0, 138.0, 372.0, 18.0], W6hpiuvS5L, 5770046]
[paragraph, [69.0, 156.0, 372.0, 18.0], W6hpiuvS5L, 5770046]
[paragraph, [69.0, 174.0, 372.0, 18.0], W6hpiuvS5L, 5770046]
[paragraph, [451.0, 140.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 158.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 176.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 194.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 212.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 230.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 248.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 266.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 284.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 302.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 320.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 338.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 356.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 374.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 392.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 410.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [451.0, 428.0, 377.0, 18.0], IjyTm3jEgm, 5770046]
[paragraph, [68.0, 206.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 224.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 242.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 260.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 278.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 296.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 314.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 332.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 350.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 368.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [68.0, 386.0, 377.0, 18.0], shoonya_0sPNSX46TF4LWS, 5770046]
[paragraph, [72.0, 403.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 421.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 439.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 457.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 475.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 493.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 511.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [72.0, 529.0, 378.0, 18.0], IcMkyWZgly, 5770046]
[paragraph, [450.0, 463.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 481.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 499.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 517.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 535.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 553.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 571.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 589.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 607.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 625.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 643.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [450.0, 661.0, 375.0, 18.0], u2vCxSBpYy, 5770046]
[paragraph, [78.0, 546.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 564.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 582.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 600.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 618.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 636.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 654.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 672.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 690.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 708.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 726.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 744.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 762.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [78.0, 780.0, 372.0, 18.0], b4YNRvIUCC, 5770046]
[paragraph, [457.0, 693.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 711.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 729.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 747.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 765.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 783.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 801.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 819.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [457.0, 837.0, 375.0, 18.0], a76bVVs7Ku, 5770046]
[paragraph, [79.0, 811.0, 372.0, 18.0], mn73VvXikA, 5770046]
[paragraph, [79.0, 829.0, 372.0, 18.0], mn73VvXikA, 5770046]
[paragraph, [79.0, 847.0, 372.0, 18.0], mn73VvXikA, 5770046]
[paragraph, [462.0, 864.0, 372.0, 18.0], bZVMHgOPpp, 5770046]
[paragraph, [462.0, 882.0, 372.0, 18.0], bZVMHgOPpp, 5770046]
[paragraph, [462.0, 900.0, 372.0, 18.0], bZVMHgOPpp, 5770046]
[paragraph, [79.0, 874.0, 377.0, 18.0], v1oPzI5fjN, 5770046]
[paragraph, [79.0, 892.0, 377.0, 18.0], v1oPzI5fjN, 5770046]
[paragraph, [79.0, 910.0, 377.0, 18.0], v1oPzI5fjN, 5770046]
[paragraph, [79.0, 928.0, 377.0, 18.0], v1oPzI5fjN, 5770046]
[paragraph, [79.0, 946.0, 377.0, 18.0], v1oPzI5fjN, 5770046]
[paragraph, [461.0, 923.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 941.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 959.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 977.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 995.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1013.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1031.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1049.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1067.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1085.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [461.0, 1103.0, 373.0, 18.0], P_k0dOCBAI, 5770046]
[paragraph, [78.0, 983.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1001.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1019.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1037.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1055.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1073.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1091.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1109.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1127.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1145.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1163.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1181.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1199.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1217.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1235.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1253.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1271.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1289.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1307.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1325.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1343.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [78.0, 1361.0, 376.0, 18.0], WqaneiXcHa, 5770046]
[paragraph, [466.0, 1116.0, 367.0, 18.0], shoonya_2s39ZCWVW6G3RG, 5770046]
[paragraph, [466.0, 1134.0, 367.0, 18.0], shoonya_2s39ZCWVW6G3RG, 5770046]
[paragraph, [466.0, 1152.0, 367.0, 18.0], shoonya_2s39ZCWVW6G3RG, 5770046]
[paragraph, [466.0, 1170.0, 367.0, 18.0], shoonya_2s39ZCWVW6G3RG, 5770046]
[paragraph, [480.0, 1201.0, 310.0, 18.0], FIeP2aRLwZ, 5770046]
[paragraph, [480.0, 1219.0, 310.0, 18.0], FIeP2aRLwZ, 5770046]
[paragraph, [480.0, 1237.0, 310.0, 18.0], FIeP2aRLwZ, 5770046]
[paragraph, [460.0, 1272.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
[paragraph, [460.0, 1290.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
[paragraph, [460.0, 1308.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
[paragraph, [460.0, 1326.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
[paragraph, [460.0, 1344.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
[paragraph, [460.0, 1362.0, 379.0, 18.0], 3OTh_AdJ6m, 5770046]
