[2278, 1778]
[folio, [1389.0, 42.0, 291.0, 36.0], aq74Jp2GlU, 5755366]
[folio, [1460.0, 133.0, 168.0, 36.0], 5UqflSCc20, 5755366]
[options, [273.0, 720.0, 1311.0, 36.0], SFwAC6Kx86, 5755366]
[options, [273.0, 756.0, 1311.0, 36.0], SFwAC6Kx86, 5755366]
[options, [273.0, 792.0, 1311.0, 36.0], SFwAC6Kx86, 5755366]
[options, [273.0, 828.0, 1311.0, 36.0], SFwAC6Kx86, 5755366]
[options, [273.0, 864.0, 1311.0, 36.0], SFwAC6Kx86, 5755366]
[options, [240.0, 1066.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1102.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1138.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1174.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1210.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1246.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1282.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1318.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1354.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1390.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1426.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1462.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1498.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [240.0, 1534.0, 664.0, 36.0], NRUzUr2n0t, 5755366]
[options, [949.0, 1066.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1102.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1138.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1174.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1210.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1246.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1282.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1318.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1354.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1390.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1426.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1462.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1498.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[options, [949.0, 1534.0, 666.0, 36.0], apu6oPcFwz, 5755366]
[placeholder-text, [1180.0, 1697.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1715.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1733.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1751.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1769.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1787.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [1180.0, 1805.0, 186.0, 18.0], n3OEqBq_3H, 5755366]
[placeholder-text, [648.0, 1702.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1720.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1738.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1756.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1774.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1792.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1810.0, 186.0, 18.0], lzmshQrvaV, 5755366]
[placeholder-text, [648.0, 1844.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1862.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1880.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1898.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1916.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1934.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [648.0, 1952.0, 186.0, 18.0], AYo3yA1mV8, 5755366]
[placeholder-text, [1186.0, 1855.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1873.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1891.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1909.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1927.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1945.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [1186.0, 1963.0, 186.0, 18.0], SnTJuK7hxc, 5755366]
[placeholder-text, [646.0, 1982.0, 186.0, 18.0], _BFTMoIPDm, 5755366]
[placeholder-text, [646.0, 2000.0, 186.0, 18.0], _BFTMoIPDm, 5755366]
[placeholder-text, [646.0, 2018.0, 186.0, 18.0], _BFTMoIPDm, 5755366]
[placeholder-text, [646.0, 2036.0, 186.0, 18.0], _BFTMoIPDm, 5755366]
[placeholder-text, [646.0, 2054.0, 186.0, 18.0], _BFTMoIPDm, 5755366]
