[2339, 1656]
[paragraph, [839.0, 90.0, 698.0, 36.0], shoonya_13sX17IICCYGQ4, 5749849]
[paragraph, [839.0, 126.0, 698.0, 36.0], shoonya_13sX17IICCYGQ4, 5749849]
[paragraph, [839.0, 162.0, 698.0, 36.0], shoonya_13sX17IICCYGQ4, 5749849]
[paragraph, [839.0, 198.0, 698.0, 36.0], shoonya_13sX17IICCYGQ4, 5749849]
[paragraph, [105.0, 95.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 131.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 167.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 203.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 239.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 275.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 311.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [105.0, 347.0, 706.0, 36.0], shoonya_3sF37ZUUIZ3D1U, 5749849]
[paragraph, [911.0, 257.0, 597.0, 36.0], quLswxCi6v, 5749849]
[paragraph, [916.0, 306.0, 222.0, 36.0], shoonya_9s0YE05KHIANHQ, 5749849]
[paragraph, [840.0, 354.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [840.0, 390.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [840.0, 426.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [840.0, 462.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [840.0, 498.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [840.0, 534.0, 701.0, 36.0], shoonya_6sQI9DU1FUE1OK, 5749849]
[paragraph, [103.0, 415.0, 485.0, 36.0], kPQOOWvWVS, 5749849]
[paragraph, [109.0, 470.0, 697.0, 36.0], shoonya_8sS9FQP1NDF6PB, 5749849]
[paragraph, [109.0, 506.0, 697.0, 36.0], shoonya_8sS9FQP1NDF6PB, 5749849]
[paragraph, [109.0, 542.0, 697.0, 36.0], shoonya_8sS9FQP1NDF6PB, 5749849]
[paragraph, [109.0, 578.0, 697.0, 36.0], shoonya_8sS9FQP1NDF6PB, 5749849]
[paragraph, [844.0, 574.0, 688.0, 36.0], shoonya_5sTLC6RXQW0CDK, 5749849]
[paragraph, [844.0, 610.0, 688.0, 36.0], shoonya_5sTLC6RXQW0CDK, 5749849]
[paragraph, [844.0, 646.0, 688.0, 36.0], shoonya_5sTLC6RXQW0CDK, 5749849]
[paragraph, [104.0, 629.0, 705.0, 36.0], shoonya_12sUXFTKM1U9VD, 5749849]
[paragraph, [104.0, 665.0, 705.0, 36.0], shoonya_12sUXFTKM1U9VD, 5749849]
[paragraph, [104.0, 701.0, 705.0, 36.0], shoonya_12sUXFTKM1U9VD, 5749849]
[paragraph, [919.0, 681.0, 606.0, 36.0], shoonya_10s5U0FK0WD5C7, 5749849]
[paragraph, [921.0, 733.0, 304.0, 36.0], shoonya_7s3B2EFN874NQ0, 5749849]
[paragraph, [116.0, 735.0, 600.0, 36.0], shoonya_14s4K8TVOPACGM, 5749849]
[paragraph, [843.0, 789.0, 702.0, 36.0], shoonya_1sGCXAH597MTZV, 5749849]
[paragraph, [843.0, 825.0, 702.0, 36.0], shoonya_1sGCXAH597MTZV, 5749849]
[paragraph, [843.0, 861.0, 702.0, 36.0], shoonya_1sGCXAH597MTZV, 5749849]
[paragraph, [843.0, 897.0, 702.0, 36.0], shoonya_1sGCXAH597MTZV, 5749849]
[paragraph, [111.0, 793.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 829.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 865.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 901.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 937.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 973.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1009.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1045.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1081.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1117.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1153.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1189.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1225.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1261.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1297.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1333.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1369.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1405.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1441.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [111.0, 1477.0, 703.0, 36.0], shoonya_0s1GJT7BGIE6CJ, 5749849]
[paragraph, [836.0, 954.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 990.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1026.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1062.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1098.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1134.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1170.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1206.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
[paragraph, [836.0, 1242.0, 711.0, 36.0], E4k-d2L4OU, 5749849]
