[1787, 1218]
[author, [804.0, 242.0, 305.0, 36.0], shoonya_0sKT4IVK1TA20K, 5651279]
[chapter-title, [101.0, 269.0, 305.0, 58.5], FzPT2X3yOj, 5651279]
[paragraph, [210.0, 415.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 451.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 487.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 523.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 559.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 595.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 631.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 667.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [210.0, 703.0, 456.0, 36.0], 0Ti_wpscey, 5651279]
[paragraph, [213.0, 778.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 814.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 850.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 886.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 922.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 958.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 994.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 1030.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [213.0, 1066.0, 470.0, 36.0], WBrtB9Wl0v, 5651279]
[paragraph, [214.0, 1144.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1180.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1216.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1252.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1288.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1324.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1360.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1396.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[paragraph, [214.0, 1432.0, 456.0, 36.0], lKGE4VIY8u, 5651279]
[footnote, [479.0, 1645.0, 214.0, 36.0], pnR_i6Audu, 5651279]
