[911, 559]
[chapter-title, [149.0, 9.0, 251.0, 30.0], shoonya_0sWBDVKHDX9CD7, 5776704]
[paragraph, [8.0, 41.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 59.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 77.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 95.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 113.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 131.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 149.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 167.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 185.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 203.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [8.0, 221.0, 532.0, 18.0], 2H8YudFL0g, 5776704]
[paragraph, [5.0, 240.0, 536.0, 18.0], uZb9oWbsKW, 5776704]
[paragraph, [5.0, 258.0, 536.0, 18.0], uZb9oWbsKW, 5776704]
[paragraph, [5.0, 276.0, 536.0, 18.0], uZb9oWbsKW, 5776704]
[paragraph, [5.0, 294.0, 536.0, 18.0], uZb9oWbsKW, 5776704]
[paragraph, [3.0, 310.0, 540.0, 18.0], faIBiacSWj, 5776704]
[paragraph, [3.0, 328.0, 540.0, 18.0], faIBiacSWj, 5776704]
[paragraph, [3.0, 346.0, 540.0, 18.0], faIBiacSWj, 5776704]
[paragraph, [3.0, 364.0, 540.0, 18.0], faIBiacSWj, 5776704]
[paragraph, [2.0, 393.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 411.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 429.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 447.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 465.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 483.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 501.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 519.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 537.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 555.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 573.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 591.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 609.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 627.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 645.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 663.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 681.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 699.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 717.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 735.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 753.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 771.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [2.0, 789.0, 546.0, 18.0], 4Xsn1R4lKE, 5776704]
[paragraph, [0.0, 815.0, 543.0, 18.0], Yn_pdb4_Hi, 5776704]
[paragraph, [0.0, 833.0, 543.0, 18.0], Yn_pdb4_Hi, 5776704]
[paragraph, [0.0, 851.0, 543.0, 18.0], Yn_pdb4_Hi, 5776704]
[paragraph, [0.0, 869.0, 543.0, 18.0], Yn_pdb4_Hi, 5776704]
