[792, 612]
[headline, [96.0, 13.0, 247.0, 25.5], shoonya_7s0P8EMSO86ZX3, 6514511]
[headline, [96.0, 38.5, 247.0, 25.5], shoonya_7s0P8EMSO86ZX3, 6514511]
[paragraph, [143.0, 121.0, 80.0, 18.0], shoonya_8s8AG3M8BQH66M, 6514511]
[paragraph, [143.0, 139.0, 80.0, 18.0], shoonya_8s8AG3M8BQH66M, 6514511]
[paragraph, [143.0, 157.0, 80.0, 18.0], shoonya_8s8AG3M8BQH66M, 6514511]
[paragraph, [75.0, 180.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 198.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 216.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 234.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 252.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 270.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 288.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 306.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 324.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 342.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 360.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 378.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 396.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 414.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [75.0, 432.0, 148.0, 18.0], shoonya_5sRSY9D65A0NY5, 6514511]
[paragraph, [232.0, 423.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 441.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 459.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 477.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 495.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 513.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 531.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 549.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 567.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 585.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [232.0, 603.0, 148.0, 18.0], shoonya_0sDRN7WX0FZINY, 6514511]
[paragraph, [387.0, 425.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [387.0, 443.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [387.0, 461.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [387.0, 479.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [387.0, 497.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [387.0, 515.0, 148.0, 18.0], shoonya_1sUYMDG6PX2ZZK, 6514511]
[paragraph, [76.0, 454.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 472.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 490.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 508.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 526.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 544.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 562.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 580.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [76.0, 598.0, 148.0, 18.0], shoonya_4sLXVOZWJ09XAV, 6514511]
[paragraph, [387.0, 544.0, 147.0, 18.0], shoonya_2sI4HZ2HZ92DW8, 6514511]
[paragraph, [387.0, 562.0, 147.0, 18.0], shoonya_2sI4HZ2HZ92DW8, 6514511]
[paragraph, [387.0, 580.0, 147.0, 18.0], shoonya_2sI4HZ2HZ92DW8, 6514511]
[paragraph, [387.0, 598.0, 147.0, 18.0], shoonya_2sI4HZ2HZ92DW8, 6514511]
