[792, 612]
[section-title, [206.0, 167.0, 204.0, 30.0], 8FssvsIoLT, 6494227]
[paragraph, [93.0, 243.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 261.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 279.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 297.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 315.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 333.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 351.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 369.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 387.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 405.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 423.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 441.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 459.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 477.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 495.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 513.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 531.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 549.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 567.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 585.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 603.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 621.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 639.0, 421.0, 18.0], shoonya_0sEC6BKKWRF9LA, 6494227]
[paragraph, [93.0, 675.0, 416.0, 18.0], shoonya_1s98IS3FCLNKKP, 6494227]
[paragraph, [93.0, 693.0, 416.0, 18.0], shoonya_1s98IS3FCLNKKP, 6494227]
[paragraph, [93.0, 711.0, 416.0, 18.0], shoonya_1s98IS3FCLNKKP, 6494227]
