[1862, 1450]
[folio, [185.0, 152.0, 145.0, 36.0], sDKFQBjb2b, 5771356]
[headline, [222.0, 229.0, 999.0, 37.5], shoonya_5s4U4MID07GW1O, 5771356]
[headline, [222.0, 266.5, 999.0, 37.5], shoonya_5s4U4MID07GW1O, 5771356]
[paragraph, [728.0, 341.0, 532.0, 36.0], shoonya_7sQ8BMF530IRQI, 5771356]
[paragraph, [185.0, 342.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 378.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 414.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 450.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 486.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 522.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 558.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 594.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [185.0, 630.0, 533.0, 36.0], shoonya_0s35W6TE1IUODS, 5771356]
[paragraph, [729.0, 403.0, 530.0, 36.0], shoonya_8s4WQ72SPYSZA0, 5771356]
[paragraph, [729.0, 439.0, 530.0, 36.0], shoonya_8s4WQ72SPYSZA0, 5771356]
[paragraph, [729.0, 475.0, 530.0, 36.0], shoonya_8s4WQ72SPYSZA0, 5771356]
[paragraph, [729.0, 511.0, 530.0, 36.0], shoonya_8s4WQ72SPYSZA0, 5771356]
[paragraph, [729.0, 547.0, 530.0, 36.0], shoonya_8s4WQ72SPYSZA0, 5771356]
[paragraph, [728.0, 618.0, 530.0, 36.0], shoonya_3s84XXPPPZACRK, 5771356]
[paragraph, [728.0, 654.0, 530.0, 36.0], shoonya_3s84XXPPPZACRK, 5771356]
[paragraph, [728.0, 690.0, 530.0, 36.0], shoonya_3s84XXPPPZACRK, 5771356]
[paragraph, [728.0, 726.0, 530.0, 36.0], shoonya_3s84XXPPPZACRK, 5771356]
[paragraph, [186.0, 680.0, 532.0, 36.0], shoonya_4sAWSC19Z6ILWC, 5771356]
[paragraph, [186.0, 716.0, 532.0, 36.0], shoonya_4sAWSC19Z6ILWC, 5771356]
[paragraph, [727.0, 1250.0, 532.0, 36.0], shoonya_9sWJWWR6ROPIQT, 5771356]
[paragraph, [727.0, 1286.0, 532.0, 36.0], shoonya_9sWJWWR6ROPIQT, 5771356]
[paragraph, [727.0, 1322.0, 532.0, 36.0], shoonya_9sWJWWR6ROPIQT, 5771356]
[figure-caption, [197.0, 1251.0, 516.0, 36.0], shoonya_1sTJQM7MLE362M, 5771356]
[figure-caption, [197.0, 1287.0, 516.0, 36.0], shoonya_1sTJQM7MLE362M, 5771356]
[figure-caption, [197.0, 1323.0, 516.0, 36.0], shoonya_1sTJQM7MLE362M, 5771356]
[figure-caption, [197.0, 1359.0, 516.0, 36.0], shoonya_1sTJQM7MLE362M, 5771356]
[ordered-list, [735.0, 1375.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
[ordered-list, [735.0, 1411.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
[ordered-list, [735.0, 1447.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
[ordered-list, [735.0, 1483.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
[ordered-list, [735.0, 1519.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
[ordered-list, [735.0, 1555.0, 523.0, 36.0], shoonya_6sMABHBRMFFD7Y, 5771356]
