[1162, 749]
[folio, [299.0, 72.0, 146.0, 18.0], shoonya_2sEZDUPLCUQ8G6, 5700306]
[paragraph, [71.0, 118.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 136.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 154.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 172.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 190.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 208.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 226.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 244.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 262.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 280.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 298.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 316.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 334.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 352.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 370.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 388.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 406.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 424.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 442.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 460.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 478.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 496.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 514.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 532.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 550.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 568.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 586.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [71.0, 604.0, 604.0, 18.0], shoonya_1sCH1K0S02SQUT, 5700306]
[paragraph, [77.0, 641.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 659.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 677.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 695.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 713.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 731.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 749.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 767.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 785.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 803.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 821.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 839.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 857.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 875.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 893.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 911.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 929.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 947.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 965.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 983.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 1001.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 1019.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 1037.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 1055.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
[paragraph, [77.0, 1073.0, 605.0, 18.0], shoonya_0sPX6CO4W6INRL, 5700306]
