[2200, 1700]
[paragraph, [300.0, 125.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 161.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 197.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 233.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 269.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 305.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 341.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 377.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 413.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [300.0, 449.0, 1048.0, 36.0], shoonya_2sDIH4DHX5O0MJ, 5749528]
[paragraph, [308.0, 526.0, 1042.0, 36.0], shoonya_12s5MS6JL2EEAS, 5749528]
[paragraph, [308.0, 562.0, 1042.0, 36.0], shoonya_12s5MS6JL2EEAS, 5749528]
[paragraph, [308.0, 598.0, 1042.0, 36.0], shoonya_12s5MS6JL2EEAS, 5749528]
[paragraph, [308.0, 634.0, 1042.0, 36.0], shoonya_12s5MS6JL2EEAS, 5749528]
[paragraph, [308.0, 670.0, 1042.0, 36.0], shoonya_12s5MS6JL2EEAS, 5749528]
[ordered-list, [227.0, 794.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 830.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 866.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 902.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 938.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 974.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1010.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1046.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1082.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1118.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1154.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1190.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1226.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1262.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1298.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1334.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1370.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1406.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1442.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1478.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1514.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1550.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1586.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1622.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1658.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1694.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1730.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[ordered-list, [227.0, 1766.0, 1215.0, 36.0], shoonya_1s8BWNG27RK58O, 5749528]
[sub-ordered-list, [304.0, 877.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 913.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 949.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 985.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1021.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1057.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1093.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1129.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1165.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1201.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1237.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1273.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1309.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1345.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1381.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1417.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [304.0, 1453.0, 1097.0, 36.0], shoonya_0sWV21AU6Q47TE, 5749528]
[sub-ordered-list, [311.0, 1665.0, 982.0, 36.0], wv7eosN8QZ, 5749528]
[sub-ordered-list, [311.0, 1701.0, 982.0, 36.0], wv7eosN8QZ, 5749528]
