[3960, 3060]
[section-title, [780.0, 355.0, 1036.0, 93.0], gB13hN9bei, 5698784]
[ordered-list, [789.0, 479.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 531.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 584.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 636.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 689.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 741.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 794.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 846.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 899.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 951.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1004.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1056.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1109.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1161.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1214.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1266.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1319.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1371.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1424.0, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[ordered-list, [789.0, 1476.5, 1809.0, 52.5], shoonya_1sYTD1MI3R02IR, 5698784]
[section-title, [795.0, 1575.0, 356.0, 93.0], shoonya_4sVDGTTW9OV214, 5698784]
[paragraph, [788.0, 1719.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 1771.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 1824.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 1876.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 1929.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 1981.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2034.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2086.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2139.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2191.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2244.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2296.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2349.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2401.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2454.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2506.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2559.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2611.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2664.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2716.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2769.0, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[paragraph, [788.0, 2821.5, 1815.0, 52.5], shoonya_0s279IE02IP6MC, 5698784]
[answer, [726.0, 3129.0, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3181.5, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3234.0, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3286.5, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3339.0, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3391.5, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3444.0, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3496.5, 1862.0, 52.5], n5msZT3hww, 5698784]
[answer, [726.0, 3549.0, 1862.0, 52.5], n5msZT3hww, 5698784]
