[2339, 1654]
[paragraph, [183.0, 247.0, 1276.0, 36.0], R4gh-DRBOM, 5685806]
[paragraph, [183.0, 283.0, 1276.0, 36.0], R4gh-DRBOM, 5685806]
[paragraph, [183.0, 319.0, 1276.0, 36.0], R4gh-DRBOM, 5685806]
[paragraph, [183.0, 355.0, 1276.0, 36.0], R4gh-DRBOM, 5685806]
[paragraph, [187.0, 474.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 510.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 546.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 582.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 618.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 654.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 690.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 726.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 762.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 798.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 834.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 870.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 906.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 942.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 978.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1014.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1050.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1086.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1122.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1158.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1194.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1230.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1266.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1302.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1338.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1374.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1410.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1446.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1482.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1518.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1554.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1590.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1626.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1662.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1698.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1734.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1770.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1806.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1842.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1878.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1914.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[paragraph, [187.0, 1950.0, 1273.0, 36.0], shoonya_0sPQZIDTIL2SHO, 5685806]
[footnote, [195.0, 2033.0, 518.0, 36.0], shoonya_2sIVCGMTCYTIL8, 5685806]
